"","tip","X","species","Lineage_Name","Alt_Lineage_Name","parasiteGenus","mal_original","Jetz.species","match","Scientific","id","Species3","Order3"
"112","Anthus berthelotii",154,"Anthus berthelotii","LK05","PAL282","Plasmodium","Anthus berthelotii","Anthus_berthelotii","yes","Anthus berthelotii","LK05 Anthus berthelotii","Anthus berthelotii","Passeriformes"
"113","Anthus berthelotii",155,"Anthus berthelotii","LK06","TF413","Plasmodium","Anthus berthelotii","Anthus_berthelotii","yes","Anthus berthelotii","LK06 Anthus berthelotii","Anthus berthelotii","Passeriformes"
"114","Anthus trivialis",156,"Anthus trivialis","TRPIP1","","Leucocytozoon","Anthus trivialis","Anthus_trivialis","yes","Anthus trivialis","TRPIP1 Anthus trivialis","Anthus trivialis","Passeriformes"
"115","Anthus trivialis",157,"Anthus trivialis","BT2","","Leucocytozoon","Anthus trivialis","Anthus_trivialis","yes","Anthus trivialis","BT2 Anthus trivialis","Anthus trivialis","Passeriformes"
"116","Anthus trivialis",158,"Anthus trivialis","TURDUS1","","Plasmodium","Anthus trivialis","Anthus_trivialis","yes","Anthus trivialis","TURDUS1 Anthus trivialis","Anthus trivialis","Passeriformes"
"117","Anthus trivialis",159,"Anthus trivialis","YWT2","","Haemoproteus","Anthus trivialis","Anthus_trivialis","yes","Anthus trivialis","YWT2 Anthus trivialis","Anthus trivialis","Passeriformes"
"118","Anthus trivialis",160,"Anthus trivialis","PBPIP1","ANTRI01","Plasmodium","Anthus trivialis","Anthus_trivialis","yes","Anthus trivialis","PBPIP1 Anthus trivialis","Anthus trivialis","Passeriformes"
"119","Aphelocoma californica",161,"Aphelocoma woodhouseii","LAIRI01","","Plasmodium","Aphelocoma woodhouseii","Aphelocoma_californica","no","Aphelocoma californica","LAIRI01 Aphelocoma californica","Aphelocoma californica","Passeriformes"
"120","Aphelocoma californica",162,"Aphelocoma woodhouseii","APHCAL01","","Leucocytozoon","Aphelocoma woodhouseii","Aphelocoma_californica","no","Aphelocoma californica","APHCAL01 Aphelocoma californica","Aphelocoma californica","Passeriformes"
"121","Aphrastura spinicauda",163,"Aphrastura spinicauda","ZOLPYR01","AspChL2","Leucocytozoon","Aphrastura spinicauda","Aphrastura_spinicauda","yes","Aphrastura spinicauda","ZOLPYR01 Aphrastura spinicauda","Aphrastura spinicauda","Passeriformes"
"122","Aphrastura spinicauda",164,"Aphrastura spinicauda","DIUDIU11","AspChL1","Leucocytozoon","Aphrastura spinicauda","Aphrastura_spinicauda","yes","Aphrastura spinicauda","DIUDIU11 Aphrastura spinicauda","Aphrastura spinicauda","Passeriformes"
"123","Aphrastura spinicauda",165,"Aphrastura spinicauda","APSPI15","AspChH1","Haemoproteus","Aphrastura spinicauda","Aphrastura_spinicauda","yes","Aphrastura spinicauda","APSPI15 Aphrastura spinicauda","Aphrastura spinicauda","Passeriformes"
"124","Aphrastura spinicauda",166,"Aphrastura spinicauda","ELAALB05","AspChL4","Leucocytozoon","Aphrastura spinicauda","Aphrastura_spinicauda","yes","Aphrastura spinicauda","ELAALB05 Aphrastura spinicauda","Aphrastura spinicauda","Passeriformes"
"125","Aphrastura spinicauda",167,"Aphrastura spinicauda","CATUST05","H24","Plasmodium","Aphrastura spinicauda","Aphrastura_spinicauda","yes","Aphrastura spinicauda","CATUST05 Aphrastura spinicauda","Aphrastura spinicauda","Passeriformes"
"126","Aphrastura spinicauda",168,"Aphrastura spinicauda","APSPI10","AspChL9","Leucocytozoon","Aphrastura spinicauda","Aphrastura_spinicauda","yes","Aphrastura spinicauda","APSPI10 Aphrastura spinicauda","Aphrastura spinicauda","Passeriformes"
"127","Arremon brunneinucha",171,"Buarremon brunneinucha","ZOCAP14","","Haemoproteus","Buarremon brunneinucha","Arremon_brunneinucha","no","Arremon brunneinucha","ZOCAP14 Arremon brunneinucha","Arremon brunneinucha","Passeriformes"
"128","Arremon brunneinucha",172,"Buarremon brunneinucha","ARBRU02","","Haemoproteus","Buarremon brunneinucha","Arremon_brunneinucha","no","Arremon brunneinucha","ARBRU02 Arremon brunneinucha","Arremon brunneinucha","Passeriformes"
"129","Arremon flavirostris",173,"Arremon flavirostris","ARRFLA01","H07","Haemoproteus","Arremon flavirostris",NA,NA,"Arremon flavirostris","ARRFLA01 Arremon flavirostris","Arremon flavirostris","Passeriformes"
"130","Arremon flavirostris",174,"Arremon flavirostris","COLL4","H27","Plasmodium","Arremon flavirostris",NA,NA,"Arremon flavirostris","COLL4 Arremon flavirostris","Arremon flavirostris","Passeriformes"
"131","Arremon taciturnus",175,"Arremon taciturnus","DENPET03","","Plasmodium","Arremon taciturnus","Arremon_taciturnus","yes","Arremon taciturnus","DENPET03 Arremon taciturnus","Arremon taciturnus","Passeriformes"
"132","Arremon taciturnus",176,"Arremon taciturnus","ARRTAC01","","Plasmodium","Arremon taciturnus","Arremon_taciturnus","yes","Arremon taciturnus","ARRTAC01 Arremon taciturnus","Arremon taciturnus","Passeriformes"
"133","Arremon torquatus",177,"Buarremon torquatus","TROAED02","","Leucocytozoon","Buarremon torquatus","Arremon_torquatus","no","Arremon torquatus","TROAED02 Arremon torquatus","Arremon torquatus","Passeriformes"
"134","Arremon torquatus",178,"Buarremon torquatus","BUTMO01","THRBON02","Leucocytozoon","Buarremon torquatus","Arremon_torquatus","no","Arremon torquatus","BUTMO01 Arremon torquatus","Arremon torquatus","Passeriformes"
"135","Arremon torquatus",179,"Buarremon torquatus","ARBRU02","","Haemoproteus","Buarremon torquatus","Arremon_torquatus","no","Arremon torquatus","ARBRU02 Arremon torquatus","Arremon torquatus","Passeriformes"
"136","Atlapetes albinucha",187,"Atlapetes albinucha","BAEBIC02","SOSP_CA3P","Plasmodium","Atlapetes albinucha","Atlapetes_albinucha","yes","Atlapetes albinucha","BAEBIC02 Atlapetes albinucha","Atlapetes albinucha","Passeriformes"
"137","Atlapetes latinuchus",188,"Atlapetes latinuchus","PAVER01","ATLLAT05,CHLRIE02","Leucocytozoon","Atlapetes latinuchus",NA,NA,"Atlapetes latinuchus","PAVER01 Atlapetes latinuchus","Atlapetes latinuchus","Passeriformes"
"138","Atlapetes melanocephalus",189,"Atlapetes melanocephalus","ARBRU02","DICER-01","Haemoproteus","Atlapetes melanocephalus","Atlapetes_melanocephalus","yes","Atlapetes melanocephalus","ARBRU02 Atlapetes melanocephalus","Atlapetes melanocephalus","Passeriformes"
"139","Atlapetes melanocephalus",190,"Atlapetes melanocephalus","ATMEL01","DICER-01","Haemoproteus","Atlapetes melanocephalus","Atlapetes_melanocephalus","yes","Atlapetes melanocephalus","ATMEL01 Atlapetes melanocephalus","Atlapetes melanocephalus","Passeriformes"
"140","Baeolophus ridgwayi",192,"Baeolophus ridgwayi","GYMCYA01","","Leucocytozoon","Baeolophus ridgwayi","Baeolophus_ridgwayi","yes","Baeolophus ridgwayi","GYMCYA01 Baeolophus ridgwayi","Baeolophus ridgwayi","Passeriformes"
"141","Baeolophus ridgwayi",193,"Baeolophus ridgwayi","COLBF21","","Leucocytozoon","Baeolophus ridgwayi","Baeolophus_ridgwayi","yes","Baeolophus ridgwayi","COLBF21 Baeolophus ridgwayi","Baeolophus ridgwayi","Passeriformes"
"142","Basileuterus coronatus",198,"Myiothlypis coronata","WW3","","Plasmodium","Myiothlypis coronata","Basileuterus_coronatus","no","Basileuterus coronatus","WW3 Basileuterus coronatus","Basileuterus coronatus","Passeriformes"
"143","Basileuterus coronatus",200,"Myiothlypis coronata","GEOTRI02","","Plasmodium","Myiothlypis coronata","Basileuterus_coronatus","no","Basileuterus coronatus","GEOTRI02 Basileuterus coronatus","Basileuterus coronatus","Passeriformes"
"144","Basileuterus coronatus",199,"Myiothlypis coronata","BAEBIC02","","Plasmodium","Myiothlypis coronata","Basileuterus_coronatus","no","Basileuterus coronatus","BAEBIC02 Basileuterus coronatus","Basileuterus coronatus","Passeriformes"
"145","Basileuterus culicivorus",201,"Basileuterus culicivorus","PADOM09","PADOM09","Plasmodium","Basileuterus culicivorus","Basileuterus_culicivorus","yes","Basileuterus culicivorus","PADOM09 Basileuterus culicivorus","Basileuterus culicivorus","Passeriformes"
"146","Basileuterus flaveolus",202,"Basileuterus flaveolus","VOLJAC02","BAFLA03","Plasmodium","Basileuterus flaveolus","Basileuterus_flaveolus","yes","Basileuterus flaveolus","VOLJAC02 Basileuterus flaveolus","Basileuterus flaveolus","Passeriformes"
"147","Basileuterus flaveolus",203,"Basileuterus flaveolus","PHPAT01","PHPAT01","Plasmodium","Basileuterus flaveolus","Basileuterus_flaveolus","yes","Basileuterus flaveolus","PHPAT01 Basileuterus flaveolus","Basileuterus flaveolus","Passeriformes"
"148","Basileuterus flaveolus",205,"Basileuterus flaveolus","DENPET03","DENPET03","Plasmodium","Basileuterus flaveolus","Basileuterus_flaveolus","yes","Basileuterus flaveolus","DENPET03 Basileuterus flaveolus","Basileuterus flaveolus","Passeriformes"
"149","Basileuterus flaveolus",204,"Basileuterus flaveolus","BAFLA01","BAFLA01","Plasmodium","Basileuterus flaveolus","Basileuterus_flaveolus","yes","Basileuterus flaveolus","BAFLA01 Basileuterus flaveolus","Basileuterus flaveolus","Passeriformes"
"150","Basileuterus leucoblepharus",206,"Basileuterus leucoblepharus","DENPET03","23","Plasmodium","Basileuterus leucoblepharus","Basileuterus_leucoblepharus","yes","Basileuterus leucoblepharus","DENPET03 Basileuterus leucoblepharus","Basileuterus leucoblepharus","Passeriformes"
"151","Basileuterus tristriatus",207,"Basileuterus tristriatus","GEOTRI02","","Plasmodium","Basileuterus tristriatus",NA,NA,"Basileuterus tristriatus","GEOTRI02 Basileuterus tristriatus","Basileuterus tristriatus","Passeriformes"
"152","Bernieria cinereiceps",208,"Xanthomixis cinereiceps","GRW04","P_Mosquito_132","Plasmodium","Xanthomixis cinereiceps","Bernieria_cinereiceps","no","Bernieria cinereiceps","GRW04 Bernieria cinereiceps","Bernieria cinereiceps","Passeriformes"
"153","Bernieria madagascariensis",210,"Bernieria madagascariensis","GRW09","P_PV12","Plasmodium","Bernieria madagascariensis","Bernieria_madagascariensis","yes","Bernieria madagascariensis","GRW09 Bernieria madagascariensis","Bernieria madagascariensis","Passeriformes"
"154","Bernieria madagascariensis",209,"Bernieria madagascariensis","FOMAD01","","Leucocytozoon","Bernieria madagascariensis","Bernieria_madagascariensis","yes","Bernieria madagascariensis","FOMAD01 Bernieria madagascariensis","Bernieria madagascariensis","Passeriformes"
"155","Bernieria zosterops",211,"Xanthomixis zosterops","GRW04","P_Mosquito_132","Plasmodium","Xanthomixis zosterops","Bernieria_zosterops","no","Bernieria zosterops","GRW04 Bernieria zosterops","Bernieria zosterops","Passeriformes"
"156","Bernieria zosterops",212,"Xanthomixis zosterops","BERZOS01","","Plasmodium","Xanthomixis zosterops","Bernieria_zosterops","no","Bernieria zosterops","BERZOS01 Bernieria zosterops","Bernieria zosterops","Passeriformes"
"157","Bleda eximius",213,"Bleda eximius","GRW09","","Plasmodium","Bleda eximius","Bleda_eximius","yes","Bleda eximius","GRW09 Bleda eximius","Bleda eximius","Passeriformes"
"158","Bleda syndactylus",214,"Bleda syndactylus","GRW09","P46","Plasmodium","Bleda syndactylus","Bleda_syndactylus","yes","Bleda syndactylus","GRW09 Bleda syndactylus","Bleda syndactylus","Passeriformes"
"159","Cacicus chrysopterus",228,"Cacicus chrysopterus","DENPET03","H26","Plasmodium","Cacicus chrysopterus",NA,NA,"Cacicus chrysopterus","DENPET03 Cacicus chrysopterus","Cacicus chrysopterus","Passeriformes"
"160","Cacicus chrysopterus",229,"Cacicus chrysopterus","VOLJAC02","H25","Plasmodium","Cacicus chrysopterus",NA,NA,"Cacicus chrysopterus","VOLJAC02 Cacicus chrysopterus","Cacicus chrysopterus","Passeriformes"
"161","Cacicus uropygialis",230,"Cacicus uropygialis","WW3","","Plasmodium","Cacicus uropygialis",NA,NA,"Cacicus uropygialis","WW3 Cacicus uropygialis","Cacicus uropygialis","Passeriformes"
"162","Calicalicus madagascariensis",231,"Calicalicus madagascariensis","CALMAD01","","Leucocytozoon","Calicalicus madagascariensis",NA,NA,"Calicalicus madagascariensis","CALMAD01 Calicalicus madagascariensis","Calicalicus madagascariensis","Passeriformes"
"163","Callaeas cinereus",233,"Callaeas cinerea","KOKAKO01","","Plasmodium","Callaeas cinerea","Callaeas_cinereus","no","Callaeas cinereus","KOKAKO01 Callaeas cinereus","Callaeas cinereus","Passeriformes"
"164","Camaroptera brachyura",234,"Camaroptera brachyura","GRW09","","Plasmodium","Camaroptera brachyura","Camaroptera_brachyura","yes","Camaroptera brachyura","GRW09 Camaroptera brachyura","Camaroptera brachyura","Passeriformes"
"165","Camptostoma obsoletum",236,"Camptostoma obsoletum","CAOBS01","CAOBS01","Plasmodium","Camptostoma obsoletum","Camptostoma_obsoletum","yes","Camptostoma obsoletum","CAOBS01 Camptostoma obsoletum","Camptostoma obsoletum","Passeriformes"
"166","Campylorhynchus fasciatus",237,"Campylorhynchus fasciatus","PADOM09","","Plasmodium","Campylorhynchus fasciatus","Campylorhynchus_fasciatus","yes","Campylorhynchus fasciatus","PADOM09 Campylorhynchus fasciatus","Campylorhynchus fasciatus","Passeriformes"
"167","Cardinalis cardinalis",239,"Cardinalis cardinalis","CARCAR05","","Leucocytozoon","Cardinalis cardinalis","Cardinalis_cardinalis","yes","Cardinalis cardinalis","CARCAR05 Cardinalis cardinalis","Cardinalis cardinalis","Passeriformes"
"168","Cardinalis cardinalis",241,"Cardinalis cardinalis","DUMCAR01","","Leucocytozoon","Cardinalis cardinalis","Cardinalis_cardinalis","yes","Cardinalis cardinalis","DUMCAR01 Cardinalis cardinalis","Cardinalis cardinalis","Passeriformes"
"169","Cardinalis cardinalis",242,"Cardinalis cardinalis","PADOM11","","Plasmodium","Cardinalis cardinalis","Cardinalis_cardinalis","yes","Cardinalis cardinalis","PADOM11 Cardinalis cardinalis","Cardinalis cardinalis","Passeriformes"
"170","Cardinalis cardinalis",240,"Cardinalis cardinalis","SEIAUR01","P1","Plasmodium","Cardinalis cardinalis","Cardinalis_cardinalis","yes","Cardinalis cardinalis","SEIAUR01 Cardinalis cardinalis","Cardinalis cardinalis","Passeriformes"
"171","Carduelis barbata",243,"Carduelis barbata","CARBAR02","","Leucocytozoon","Carduelis barbata","Carduelis_barbata","yes","Carduelis barbata","CARBAR02 Carduelis barbata","Carduelis barbata","Passeriformes"
"172","Carduelis cannabina",244,"Carduelis cannabina","LINN1","","Plasmodium","Carduelis cannabina","Carduelis_cannabina","yes","Carduelis cannabina","LINN1 Carduelis cannabina","Carduelis cannabina","Passeriformes"
"173","Carduelis carduelis",246,"Carduelis carduelis","CARCHL01","H147","Haemoproteus","Carduelis carduelis","Carduelis_carduelis","yes","Carduelis carduelis","CARCHL01 Carduelis carduelis","Carduelis carduelis","Passeriformes"
"174","Carduelis carduelis",247,"Carduelis carduelis","GRW11","H010","Plasmodium","Carduelis carduelis","Carduelis_carduelis","yes","Carduelis carduelis","GRW11 Carduelis carduelis","Carduelis carduelis","Passeriformes"
"175","Carduelis carduelis",245,"Carduelis carduelis","SGS1","","Plasmodium","Carduelis carduelis","Carduelis_carduelis","yes","Carduelis carduelis","SGS1 Carduelis carduelis","Carduelis carduelis","Passeriformes"
"176","Carduelis chloris",248,"Carduelis chloris","SGS1","P22","Plasmodium","Carduelis chloris","Carduelis_chloris","yes","Carduelis chloris","SGS1 Carduelis chloris","Carduelis chloris","Passeriformes"
"177","Carduelis chloris",250,"Carduelis chloris","CARCHL01","H147","Haemoproteus","Carduelis chloris","Carduelis_chloris","yes","Carduelis chloris","CARCHL01 Carduelis chloris","Carduelis chloris","Passeriformes"
"178","Carduelis chloris",251,"Carduelis chloris","CARCHL02","H148","Haemoproteus","Carduelis chloris","Carduelis_chloris","yes","Carduelis chloris","CARCHL02 Carduelis chloris","Carduelis chloris","Passeriformes"
"179","Carduelis chloris",252,"Carduelis chloris","CCF3","","Haemoproteus","Carduelis chloris","Carduelis_chloris","yes","Carduelis chloris","CCF3 Carduelis chloris","Carduelis chloris","Passeriformes"
"180","Carduelis chloris",249,"Carduelis chloris","ROFI1","","Haemoproteus","Carduelis chloris","Carduelis_chloris","yes","Carduelis chloris","ROFI1 Carduelis chloris","Carduelis chloris","Passeriformes"
"181","Carduelis flammea",254,"Carduelis flammea","CARFLA03","L.AK12","Leucocytozoon","Carduelis flammea","Carduelis_flammea","yes","Carduelis flammea","CARFLA03 Carduelis flammea","Carduelis flammea","Passeriformes"
"182","Carduelis flammea",255,"Carduelis flammea","ROFI6","2012haploROF16","Leucocytozoon","Carduelis flammea","Carduelis_flammea","yes","Carduelis flammea","ROFI6 Carduelis flammea","Carduelis flammea","Passeriformes"
"183","Carduelis flammea",256,"Carduelis flammea","SISKIN1","SISKIN1","Haemoproteus","Carduelis flammea","Carduelis_flammea","yes","Carduelis flammea","SISKIN1 Carduelis flammea","Carduelis flammea","Passeriformes"
"184","Carduelis flammea",253,"Carduelis flammea","ACAFLA03","","Leucocytozoon","Carduelis flammea","Carduelis_flammea","yes","Carduelis flammea","ACAFLA03 Carduelis flammea","Carduelis flammea","Passeriformes"
"185","Carduelis flammea",258,"Carduelis flammea","ACAFLA02","","Leucocytozoon","Carduelis flammea","Carduelis_flammea","yes","Carduelis flammea","ACAFLA02 Carduelis flammea","Carduelis flammea","Passeriformes"
"186","Carduelis flammea",259,"Carduelis flammea","SPIARB01","H.AK06","Haemoproteus","Carduelis flammea","Carduelis_flammea","yes","Carduelis flammea","SPIARB01 Carduelis flammea","Carduelis flammea","Passeriformes"
"187","Carduelis flammea",260,"Carduelis flammea","TRPIP2","TRPIP2","Leucocytozoon","Carduelis flammea","Carduelis_flammea","yes","Carduelis flammea","TRPIP2 Carduelis flammea","Carduelis flammea","Passeriformes"
"188","Carduelis flammea",257,"Carduelis flammea","CB1","ICBI,L fringillinarum,L.AK04","Leucocytozoon","Carduelis flammea","Carduelis_flammea","yes","Carduelis flammea","CB1 Carduelis flammea","Carduelis flammea","Passeriformes"
"189","Carduelis magellanica",261,"Carduelis magellanica","PYERY01","PYERY01","Haemoproteus","Carduelis magellanica","Carduelis_magellanica","yes","Carduelis magellanica","PYERY01 Carduelis magellanica","Carduelis magellanica","Passeriformes"
"190","Carduelis psaltria",263,"Carduelis psaltria","SPISAL02","","Haemoproteus","Carduelis psaltria","Carduelis_psaltria","yes","Carduelis psaltria","SPISAL02 Carduelis psaltria","Carduelis psaltria","Passeriformes"
"191","Carduelis psaltria",264,"Carduelis psaltria","SPISAL01","","Haemoproteus","Carduelis psaltria","Carduelis_psaltria","yes","Carduelis psaltria","SPISAL01 Carduelis psaltria","Carduelis psaltria","Passeriformes"
"192","Carduelis psaltria",262,"Carduelis psaltria","SPIPAS01","","Haemoproteus","Carduelis psaltria","Carduelis_psaltria","yes","Carduelis psaltria","SPIPAS01 Carduelis psaltria","Carduelis psaltria","Passeriformes"
"193","Carduelis spinus",265,"Carduelis spinus","SISKIN1","","Haemoproteus","Carduelis spinus","Carduelis_spinus","yes","Carduelis spinus","SISKIN1 Carduelis spinus","Carduelis spinus","Passeriformes"
"194","Carpodacus erythrinus",267,"Carpodacus erythrinus","FANTAIL01","","Plasmodium","Carpodacus erythrinus","Carpodacus_erythrinus","yes","Carpodacus erythrinus","FANTAIL01 Carpodacus erythrinus","Carpodacus erythrinus","Passeriformes"
"195","Carpodacus erythrinus",268,"Carpodacus erythrinus","ROFI2","","Haemoproteus","Carpodacus erythrinus","Carpodacus_erythrinus","yes","Carpodacus erythrinus","ROFI2 Carpodacus erythrinus","Carpodacus erythrinus","Passeriformes"
