"","tip","lineages","alt_lineages","Species3","Family3","Order3","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand-Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status","WJSpecID","Scientific","TipLabel","PatchClade","Hackett_FineClades","Hackett_CoarseClades","English","FileName","X2010.IUCN.Red.List.category","Taxo","BLFamilyLatin","BLFamilyEnglish","FamSequID","IOCOrder","PassNonPass","OscSubOsc","urban","humanDisturbed"
"1056","Luscinia svecica","LUSVE03, DELURB4, LUSVE10, RTSR1, WW3, SW2, GRW06, HIRUS07, RW1, RS4, LUSVE08, LUSVE07, LUSVE05, AFTRU5, LUSVE01, GRW04, LUSVE06, BT9, PARUS20, LUSVE11, LINN1, BT8, PADOM02, LUSVE02, BT6, WW4, PARUS7, BT5, BT4, WW2, EMSPO03, TURDUS1, SGS1, LUSVE09, DELURB5, BT1, BT3, LUSVE04, GRW11, BT2, ARW1, GBCAM1, BT7, ROFI1, PARUS21","LSV02, P-DELURB4, LSVAP2, P-RTSR1, GRW6, L-HIRUS07, P-RW1,LSV03, L-RS4, LSV08, LSV07, LSV05, LSV10, LSV06, LSV11, LSVAH11, LINN1/AFTRU5, P5, LSV01, P-WW4, L-PARUS7, P-WW2, P-EMSPO03, LSV09, DELURB5, LSV04, P-GRW11, P-ARW1, P-GBCAM1, ROFI1, L-PARUS21","Luscinia svecica","Muscicapidae","Passeriformes",14,8,6,0,4,15.1,8.9,3.2,3.2,26.3,73.1,15.6,57.5,21.3,50,17.23,"Dunning","NA","NO","NA","NA","Grassland","2","3","Carnivore","Invertivore","Generalist","31.76","71.22","58.14","79.970444040000004","19896158.850000001","Extant",9216,"Luscinia svecica","Luscinia_svecica","M6","Chats, Old World Flycatchers","Thrushes, Dippers, Chats, Old World Flycatchers","Bluethroat","bow09216","LC","BL3","Muscicapidae","Chats and Old World flycatchers",167,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"1057","Lybius dubius","AFR071","","Lybius dubius","Ramphastidae","Piciformes",9,4,4,1,4,32.8,22.8,13.2,17.5,27,110.4,19.8,90.3,18,79.9,90.99,"Dunning","NA","NO","NA","NA","Woodland","2","1","Herbivore","Frugivore","Insessorial","5.38","15.5","10.6","1.1751864240000001","2333237.2799999998","Extant",1145,"Lybius dubius","Lybius_dubius","Ramphastidae","Toucans, Barbets","Woodpeckers, Honeyguides, Toucans, Barbets","Bearded Barbet","bow01145","LC","BL3","Ramphastidae","Toucans and barbets",93,"PICIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"1058","Lybius torquatus","AFR071","","Lybius torquatus","Ramphastidae","Piciformes",5,2,3,0,4,23.2,16.7,10.7,12.4,23.1,90,17,73.7,18.8,57,51.7,"Dunning","NA","NO","NA","NA","Grassland","2","1","Omnivore","Frugivore","Insessorial","-33.68","-0.62","-14.67","28.667677430000001","4663900.43","Extant",1141,"Lybius torquatus","Lybius_torquatus","Ramphastidae","Toucans, Barbets","Woodpeckers, Honeyguides, Toucans, Barbets","Black-collared Barbet","bow01141","LC","BL3","Ramphastidae","Toucans and barbets",93,"PICIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"1059","Machaerirhynchus flaviventer","PTIVIC02, MACFLA01","PTIVIC02, AP26","Machaerirhynchus flaviventer","Machaerirhynchidae","Passeriformes",9,5,4,0,4,16.4,8.6,8.2,3.5,14.9,58.2,10.2,48,17.5,51.9,10.32,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-19.91","-0.01","-6.07","141.0565805","708932.93","Extant",8564,"Machaerirhynchus flaviventer","Machaerirhynchus_flaviventer","CC7","Shrike-Flycatchers, Helmetshrikes, Vangas, Butcherbirds, Woodswallows, Allies","Cuckoo-Shrikes, Helmetshrikes, Shrike-Flycatchers, Vangas, Whipbirds, Shrike-Thrushes, Whistlers, Shrikes, Monarchs, Vireos, Orioles, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Yellow-breasted Boatbill","bow08564","LC","BL3","Machaerirhynchidae","Boatbills",130,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"1060","Machaeropterus pyrocephalus","MACPYR01, LEPCOR03, MACPYR02","","Machaeropterus pyrocephalus","Pipridae","Passeriformes",34,12,16,6,18,10.1,5.6,3.5,3.1,14.3,52.2,11.8,40.4,22.6,22.5,9.49,"Dunning","NA","NO","NA","NA","Forest","1","1","Herbivore","Frugivore","Insessorial","-17.34","7.65","-9.94","-60.771611530000001","2227740.9700000002","Extant",6370,"Machaeropterus pyrocephalus","Machaeropterus_pyrocephalus","Pipridae","Manakins","Manakins","Fiery-capped Manakin","bow06370","LC","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","0","0"
"1061","Macronous gularis","PORUF03","","Macronous gularis","Timaliidae","Passeriformes",9,4,5,0,8,14.1,7.9,3.2,3.7,17,56.5,5.2,50.9,9.3,51.6,11.83,"Dunning","NA","NO","NA","NA","Forest","2","1","Carnivore","Invertivore","Insessorial","-5.95","29.17","17.47","98.321845289999999","3009284.29","Extant",11221,"Macronous gularis","Macronous_gularis","S13","Whiteyes, Babblers I, Parrotbills","Whiteyes, Babblers, Parrotbills, Old World Warblers II, Allies","Pin-striped Tit-babbler","bow11221","LC","BL3","Timaliidae","Babblers and parrotbills",163,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"1062","Macropygia amboinensis","MACAMB01","AP60","Macropygia amboinensis","Columbidae","Columbiformes",7,2,3,2,5,21,9.1,3.5,4.8,22.8,171.9,55.2,116.6,32.2,190.6,237,"Dunning","NA","NO","NA","NA","Forest","1","1","Herbivore","Frugivore","Insessorial","-11.66","4.55","-4.6100000000000003","137.47374679999999","1059941.3","Extant",3400,"Macropygia amboinensis","Macropygia_amboinensis","Columbidae","Pigeons, Doves","Pigeons, Doves","Brown Cuckoo-dove","bow03400","LC","BL3","Columbidae","Doves and pigeons",65,"COLUMBIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"1063","Macropygia mackinlayi","ZOSFLA04","SAN007H,TAN002H","Macropygia mackinlayi","Columbidae","Columbiformes",5,2,3,0,4,16.7,6.8,2.8,4,21.4,148.6,47.4,101.6,31.8,156.5,85.85,"Dunning","NA","NO","NA","NA","Forest","1","1","Herbivore","Omnivore","Insessorial","-20.25","-1.32","-9.67","159.74640400000001","54491.47","Extant",3405,"Macropygia mackinlayi","Macropygia_mackinlayi","Columbidae","Pigeons, Doves","Pigeons, Doves","Mackinlay's Cuckoo-dove","bow03405","LC","BL3","Columbidae","Doves and pigeons",65,"COLUMBIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"1064","Malaconotus blanchoti","AFR022","","Malaconotus blanchoti","Malaconotidae","Passeriformes",12,2,8,2,5,33.3,18.3,8.6,12,36.2,116.8,15.5,101,13.2,106,78.7,"Dunning","NA","NO","NA","NA","Woodland","2","1","Carnivore","Invertivore","Insessorial","-34.090000000000003","16.649999999999999","-4.01","24.030121359999999","7329839.5099999998","Extant",8652,"Malaconotus blanchoti","Malaconotus_blanchoti","CC7","Shrike-Flycatchers, Helmetshrikes, Vangas, Butcherbirds, Woodswallows, Allies","Cuckoo-Shrikes, Helmetshrikes, Shrike-Flycatchers, Vangas, Whipbirds, Shrike-Thrushes, Whistlers, Shrikes, Monarchs, Vireos, Orioles, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Grey-headed Bush-shrike","bow08652","LC","BL3","Malaconotidae","Helmetshrikes, bushshrikes and puffbacks",129,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"1065","Malacoptila fulvogularis","OCHRUF02","","Malacoptila fulvogularis","Bucconidae","Piciformes",17,5,4,8,6,24.8,18.3,7.9,9,18.8,92.8,17.7,76.2,18.9,94.1,57.4,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-17.63","5.18","-10.14","-72.713864830000006","120052.81","Extant",1271,"Malacoptila fulvogularis","Malacoptila_fulvogularis","Bucconidae","Puffbirds","Puffbirds, Jacamars","Black-streaked Puffbird","bow01271","LC","BL3","Bucconidae","Puffbirds",97,"PICIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"1066","Malacoptila fusca","MALFUS01","","Malacoptila fusca","Bucconidae","Piciformes",5,2,2,1,4,27.8,20.7,7.3,9.2,18,87.4,16.9,70.7,19.3,57,45.4,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-12.66","8.2799999999999994","-0.06","-64.787002150000006","1912315.4","Extant",1268,"Malacoptila fusca","Malacoptila_fusca","Bucconidae","Puffbirds","Puffbirds, Jacamars","White-chested Puffbird","bow01268","LC","BL3","Bucconidae","Puffbirds",97,"PICIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"1067","Malacoptila rufa","SPMAG04, DENCER02, MALRUF01","","Malacoptila rufa","Bucconidae","Piciformes",4,0,0,4,4,27.9,20.6,6.8,8.9,19.4,86.5,17.7,68.8,20.4,61.5,47.52,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-15.7","-0.57999999999999996","-7.16","-60.273636240000002","2602548.7000000002","Extant",1272,"Malacoptila rufa","Malacoptila_rufa","Bucconidae","Puffbirds","Puffbirds, Jacamars","Rufous-necked Puffbird","bow01272","LC","BL3","Bucconidae","Puffbirds",97,"PICIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"1068","Malacoptila striata","MASTR01, GRW06","MASTR01, GRW06","Malacoptila striata","Bucconidae","Piciformes",7,3,4,0,6,26.6,18.6,7.1,8.9,19.9,90.7,18.2,72.6,19.9,81.8,44.1,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-26.73","-2.33","-18.86","-45.687549300000001","855910.48","Extant",1270,"Malacoptila striata","Malacoptila_striata","Bucconidae","Puffbirds","Puffbirds, Jacamars","Crescent-chested Puffbird","bow01270","LC","BL3","Bucconidae","Puffbirds",97,"PICIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"1069","Malimbus nitens","MALNI01, GRW09, MALNI02","WAH11, P46, WA22","Malimbus nitens","Ploceidae","Passeriformes",9,2,3,4,6,20.2,12.7,6.1,7.4,20.8,83.9,11.7,70.4,14.2,55.4,37.83,"Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Invertivore","Insessorial","-8.17","13.49","2.3199999999999998","14.484692620000001","2636859.5099999998","Extant",12010,"Malimbus nitens","Malimbus_nitens","P6","Weavers, Allies","Weavers, Waxbills, Allies","Gray's Malimbe","bow12010","LC","BL3","Ploceidae","Weavers and allies",184,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"1070","Malimbus rubricollis","MALRUB01, MALRUB02","HV43, HV44","Malimbus rubricollis","Ploceidae","Passeriformes",13,4,9,0,9,24.2,15,7.1,9,25.3,101.8,21.2,80.6,20.8,60.3,42.2,"Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Invertivore","Insessorial","-12.12","9.6300000000000008","1.19","15.9858008","2607128.64","Extant",12012,"Malimbus rubricollis","Malimbus_rubricollis","P6","Weavers, Allies","Weavers, Waxbills, Allies","Red-headed Malimbe","bow12012","LC","BL3","Ploceidae","Weavers and allies",184,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"1071","Malurus coronatus","FANTAIL01, CLIPIC02, GRW15, MALCOR02, MALCOR01","PCFW03, PCFW02, PCFW01","Malurus coronatus","Maluridae","Passeriformes",12,5,7,0,4,14.1,7.2,2.9,3.2,23.2,54,6.9,46.6,12.9,74.2,11.09,"Dunning","NA","NO","NA","NA","Riverine","1","1","Carnivore","Invertivore","Insessorial","-19.84","-15","-17.079999999999998","130.87012110000001","363760.08","Extant",7263,"Malurus coronatus","Malurus_coronatus","BC4","Australasian Wrens","Honeyeaters, Thornbills, Bristlebirds, Australasian Wrens, Allies","Purple-crowned Fairywren","bow07263","LC","BL3","Maluridae","Australasian wrens",116,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"1072","Malurus cyaneus","GRW15","","Malurus cyaneus","Maluridae","Passeriformes",15,6,9,0,3,12,5.6,2.5,2.6,23.9,50.7,7.3,42.9,14.6,60.9,10.33,"Dunning","NA","NO","NA","NA","Shrubland","2","1","Carnivore","Invertivore","Terrestrial","-43.62","-22.76","-32.39","147.1391544","1239779.31","Extant",7249,"Malurus cyaneus","Malurus_cyaneus","BC4","Australasian Wrens","Honeyeaters, Thornbills, Bristlebirds, Australasian Wrens, Allies","Superb Fairywren","bow07249","LC","BL3","Maluridae","Australasian wrens",116,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"1073","Malurus lamberti","CLIPIC02, GRW15","","Malurus lamberti","Maluridae","Passeriformes",20,9,11,0,4,12,8.3,2.7,2.8,21.9,47.7,5.9,41.3,12.6,67.8,8.04,"Dunning","NA","NO","NA","NA","Shrubland","2","1","Carnivore","Invertivore","Insessorial","-36.75","-12.13","-25.09","134.46716319999999","6226315.5199999996","Extant",7254,"Malurus lamberti","Malurus_lamberti","BC4","Australasian Wrens","Honeyeaters, Thornbills, Bristlebirds, Australasian Wrens, Allies","Variegated Fairywren","bow07254","LC","BL3","Maluridae","Australasian wrens",116,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"1074","Malurus melanocephalus","MALMEL01, CLIPIC02, GRW15, PARPUN01, MALMEL02, FANTAIL01","RBFW01, RBFW02","Malurus melanocephalus","Maluridae","Passeriformes",231,6,225,0,5,11.7,7.3,3.2,3,21.7,41.4,4.8,38.6,10.8,53.3,7.9,"Dunning","NA","NO","NA","NA","Woodland","1","1","Carnivore","Invertivore","Terrestrial","-32.78","-10.69","-19.39","138.9490773","2025747.65","Extant",7247,"Malurus melanocephalus","Malurus_melanocephalus","BC4","Australasian Wrens","Honeyeaters, Thornbills, Bristlebirds, Australasian Wrens, Allies","Red-backed Fairywren","bow07247","LC","BL3","Maluridae","Australasian wrens",116,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"1075","Malurus splendens","CLIPIC02, CYNOV1","","Malurus splendens","Maluridae","Passeriformes",16,7,9,0,4,11.7,5.4,2.5,2.6,22.1,50.5,6.2,44.5,12.3,60.1,9.39,"Dunning","NA","NO","NA","NA","Shrubland","2","1","Carnivore","Invertivore","Terrestrial","-36.159999999999997","-19.25","-28.18","132.45229649999999","2710216.86","Extant",7250,"Malurus splendens","Malurus_splendens","BC4","Australasian Wrens","Honeyeaters, Thornbills, Bristlebirds, Australasian Wrens, Allies","Splendid Fairywren","bow07250","LC","BL3","Maluridae","Australasian wrens",116,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"1076","Manacus manacus","MACPYR01, GEOFOR01","","Manacus manacus","Pipridae","Passeriformes",74,24,43,7,12,11.5,6.8,4.4,4.2,20.9,52.2,8.4,44.5,15.9,32.8,16.7,"Dunning","NA","NO","NA","NA","Forest","1","1","Herbivore","Frugivore","Insessorial","-28.87","12.46","-4.9400000000000004","-60.300550569999999","7524946.1900000004","Extant",6369,"Manacus manacus","Manacus_manacus","Pipridae","Manakins","Manakins","White-bearded Manakin","bow06369","LC","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","0","1"
"1077","Manorina melanocephala","NMIN01","","Manorina melanocephala","Meliphagidae","Passeriformes",24,8,16,0,4,24.3,10.5,4.1,5.6,30.7,136.1,33.9,102.9,24.8,121.3,60.22,"Dunning","NA","NO","NA","NA","Woodland","2","1","Omnivore","Omnivore","Insessorial","-43.58","-12.75","-29.23","146.3596895","2065246.62","Extant",7475,"Manorina melanocephala","Manorina_melanocephala","BC7","Honeyeaters","Honeyeaters, Thornbills, Bristlebirds, Australasian Wrens, Allies","Noisy Miner","bow07475","LC","BL3","Meliphagidae","Honeyeaters",117,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"1078","Margarops fuscatus","MAFUS01, MAFUS02","36, 20","Margarops fuscatus","Mimidae","Passeriformes",8,4,2,2,7,31.3,18.6,5.4,7.8,36.7,132.3,27.2,105.1,20.5,114.9,98.43,"Dunning","NA","NO","NA","NA","Shrubland","2","1","Omnivore","Omnivore","Insessorial","12.02","25.56","18.7","-67.287682950000004","20593.03","Extant",9604,"Margarops fuscatus","Margarops_fuscatus","M4","Mockingbirds, Thrashers, Philippine Creepers, Starlings","Mockingbirds, Thrashers, Philippine Creepers, Starlings","Pearly-eyed Thrasher","bow09604","LC","BL3","Mimidae","Mockingbirds and thrashers",175,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"1079","Margarops fuscus","MAFUS03, MAFUS02, MAFUS04","4, 20, 5","Margarops fuscus","Mimidae","Passeriformes",4,2,2,0,4,22,12.3,4.8,5.7,29.1,122.8,28.9,93.9,23.5,96.8,67.07,"Dunning","NA","NO","NA","NA","Shrubland","1","1","Omnivore","Omnivore","Insessorial","11.99","18.12","15.24","-61.435202779999997","5297.69","Extant",9603,"Margarops fuscus","Margarops_fuscus","M4","Mockingbirds, Thrashers, Philippine Creepers, Starlings","Mockingbirds, Thrashers, Philippine Creepers, Starlings","Scaly-breasted Thrasher","bow09603","LC","BL3","Mimidae","Mockingbirds and thrashers",175,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"1080","Margarornis squamiger","MARSQU01","","Margarornis squamiger","Furnariidae","Passeriformes",54,11,26,17,13,15.3,7.4,3.2,3.6,20.1,75,14.2,60.5,19,74.6,17.3,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-17.850000000000001","10.78","-3.19","-74.664422450000004","469622.44","Extant",6816,"Margarornis squamiger","Margarornis_squamiger","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Pearled Treerunner","bow06816","LC","BL3","Furnariidae","Ovenbirds",110,"PASSERIFORMES","PASSERIFORMES","Tyranni","0","0"
"1081","Marmaronetta angustirostris","SGS1","Rinshi-1","Marmaronetta angustirostris","Anatidae","Anseriformes",6,3,3,0,4,46.4,36,14.8,13.1,32.5,200.7,95.2,104.3,47.7,70.2,477,"Dunning","NA","NO","NA","NA","Wetland","3","2","Herbivore","Herbivore aquatic","Aquatic","25.2","46.95","37.799999999999997","47.742805439999998","1461550.24","Extant",720,"Marmaronetta angustirostris","Marmaronetta_angustirostris","Anatinae","Ducks, Geese, Other Waterfowl, Screamers","Ducks, Geese, Other Waterfowl, Screamers","Marbled Teal","bow00720","VU","BL3","Anatidae","Ducks, geese and swans",14,"ANSERIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"1082","Mecocerculus leucophrys","GEOFRE01, METYR01, TROAED02","GEOFRE03, L_METHY_ 02,L_TFUS_11","Mecocerculus leucophrys","Tyrannidae","Passeriformes",16,6,7,3,2,15.4,8.3,3.8,3.4,20.6,64.9,10.1,54,16.6,67.1,10.98,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-30.08","10.92","-5.8","-70.678846859999993","885630.6","Extant",5892,"Mecocerculus leucophrys","Mecocerculus_leucophrys","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","White-throated Tyrannulet","bow05892","LC","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","0","1"
"1083","Mecocerculus minor","ZIMVIR01","","Mecocerculus minor","Tyrannidae","Passeriformes",4,1,0,3,4,11.1,5.7,2.9,2.7,17,57.5,10.7,46.9,18.5,51,11,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-10.18","7.6","-3.2","-77.089031259999999","62120.59","Extant",5896,"Mecocerculus minor","Mecocerculus_minor","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","Sulphur-bellied Tyrannulet","bow05896","LC","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","0","1"
"1084","Mecocerculus stictopterus","HEAME01, THLORN01","MECSTI01,AGLCAS01,ELAALB07","Mecocerculus stictopterus","Tyrannidae","Passeriformes",31,9,15,7,7,12.3,5.8,2.9,2.8,18,62.4,8.9,52.4,14.5,60.2,9.4,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-17.25","9.4499999999999993","-4.6399999999999997","-75.245337860000006","265969.64","Extant",5898,"Mecocerculus stictopterus","Mecocerculus_stictopterus","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","White-banded Tyrannulet","bow05898","LC","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","0","0"
"1085","Megaceryle torquata","TURMIG02","","Megaceryle torquata","Alcedinidae","Coraciiformes",22,12,9,1,4,83.6,65.2,14.9,21.1,14.3,191.3,46.5,143,24.5,120.2,317,"Dunning","NA","NO","NA","NA","Riverine","3","1","Carnivore","Aquatic predator","Insessorial","-55.98","27.12","-12.31","-61.644467339999999","16295521.189999999","Extant",1642,"Megaceryle torquata","Megaceryle_torquata","Alcedinidae","Kingfishers, Motmots, Todies","Bee-eaters, Kingfishers, Motmots, Todies, Rollers, Ground-Rollers","Ringed Kingfisher","bow01642","LC","BL3","Alcedinidae","Kingfishers",85,"CORACIIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"1086","Megadyptes antipodes","MEGANT02, MEGANT04, MEGANT03, MEGANT01","YEP-3, YEP3C, YEP66, YEP-1","Megadyptes antipodes","Spheniscidae","Sphenisciformes",4,0,2,2,3,64.7,33.5,10.8,20,33.1,128.2,9,119.2,7.1,58.7,5326.24,"Dunning","NA","NO","NA","NA","Marine","3","1","Carnivore","Aquatic predator","Aquatic","-52.83","-41.23","-45.92","170.52752290000001","80802.25","Extant",5427,"Megadyptes antipodes","Megadyptes_antipodes","Spheniscidae","Penguins","Penguins","Yellow-eyed Penguin","bow05427","EN","BL3","Spheniscidae","Penguins",15,"SPHENISCIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"1087","Megalaima henricii","MEGHEN01","","Megalaima henricii","Ramphastidae","Piciformes",6,2,3,1,4,24.3,19.4,11,11.2,21.4,91.8,18.1,73.3,19.9,49.3,74.1,"Dunning","NA","NO","NA","NA","Forest","1","1","Herbivore","Frugivore","Insessorial","-5.95","9.16","0.66","108.6684678","715928.64","Extant",1095,"Megalaima henricii","Megalaima_henricii","Ramphastidae","Toucans, Barbets","Woodpeckers, Honeyguides, Toucans, Barbets","Yellow-crowned Barbet","bow01095","NT","BL3","Ramphastidae","Toucans and barbets",93,"PICIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"1088","Megalaima lineata","MEGLIN01","H-LIN16,H-LIN17","Megalaima lineata","Ramphastidae","Piciformes",10,3,5,2,8,32.2,22.6,11.9,14.3,28.5,125.6,23.3,99.5,19,81.3,148.96,"Dunning","NA","NO","NA","NA","Forest","1","1","Herbivore","Frugivore","Insessorial","-8.85","32.14","18.46","97.716465889999995","1966842.26","Extant",1081,"Megalaima lineata","Megalaima_lineata","Ramphastidae","Toucans, Barbets","Woodpeckers, Honeyguides, Toucans, Barbets","Lineated Barbet","bow01081","LC","BL3","Ramphastidae","Toucans and barbets",93,"PICIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","1","1"
"1089","Megalaima virens","MEVIR01","","Megalaima virens","Ramphastidae","Piciformes",8,4,4,0,4,44,29.6,14.5,17.6,33.4,138.4,30.2,109.2,21.7,100.5,202,"Dunning","NA","NO","NA","NA","Forest","1","1","Herbivore","Frugivore","Insessorial","12.41","35.07","24.49","101.9795149","3256344.79","Extant",1078,"Megalaima virens","Megalaima_virens","Ramphastidae","Toucans, Barbets","Woodpeckers, Honeyguides, Toucans, Barbets","Great Barbet","bow01078","LC","BL3","Ramphastidae","Toucans and barbets",93,"PICIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"1090","Megalurus palustris","GRW04","P15","Megalurus palustris","Sylviidae","Passeriformes",5,2,3,0,4,21.7,13.5,4.1,4.8,35.8,94,15.9,73.6,17.8,112.4,44.1,"Dunning","NA","NO","NA","NA","Shrubland","3","2","Carnivore","Invertivore","Generalist","-8.85","32.29","19.649999999999999","97.082042709999996","2258407.86","Extant",11011,"Megalurus palustris","Megalurus_palustris","S11","Old World Warblers I","Old World Warblers I","Striated Grassbird","bow11011","LC","BL3","Sylviidae","Old World warblers",161,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"1091","Megarynchus pitangua","MYCAN01, PADOM09","","Megarynchus pitangua","Tyrannidae","Passeriformes",42,13,15,14,7,33.7,24.7,13.9,10.4,19.2,113.5,26.6,87.5,23.3,85.8,69.91,"Dunning","NA","NO","NA","NA","Woodland","2","1","Carnivore","Invertivore","Insessorial","-30.09","24.06","-6.11","-60.199761799999997","13243099.5","Extant",6202,"Megarynchus pitangua","Megarynchus_pitangua","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","Boat-billed Flycatcher","bow06202","LC","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","0","1"
