"","tip","lineages","alt_lineages","Species3","Family3","Order3","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand-Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status","WJSpecID","Scientific","TipLabel","PatchClade","Hackett_FineClades","Hackett_CoarseClades","English","FileName","X2010.IUCN.Red.List.category","Taxo","BLFamilyLatin","BLFamilyEnglish","FamSequID","IOCOrder","PassNonPass","OscSubOsc","urban","humanDisturbed"
"209","Basileuterus hypoleucus","ICTCAY01, BAHYP01, GRW06","ICTCAY01, BAHYP01, GRW06","Basileuterus hypoleucus","Parulidae","Passeriformes",7,3,2,2,4,13.3,7.7,4.1,3.7,19.9,58.2,7.9,50.6,13.4,52.9,11.4,"Dunning","NA","NO","NA","NA","Forest","2","1","Carnivore","Invertivore","Insessorial","-23.84","-9","-17.75","-51.265045389999997","1487777.7","Extant",12786,"Basileuterus hypoleucus","Basileuterus_hypoleucus","P20a","New World Warblers","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","White-bellied Warbler","bow12786","LC","BL3","Parulidae","New World warblers",171,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"210","Basileuterus leucoblepharus","DENPET03, ICTCAY01, PHPAT01","23","Basileuterus leucoblepharus","Parulidae","Passeriformes",9,3,5,1,4,14.5,8.3,3.5,3.6,23.7,64.4,10.2,54.2,15.9,57.2,15.1,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Terrestrial","-34.979999999999997","-19.72","-27.16","-53.468985080000003","1572872.23","Extant",12793,"Basileuterus leucoblepharus","Basileuterus_leucoblepharus","P20a","New World Warblers","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","White-browed Warbler","bow12793","LC","BL3","Parulidae","New World warblers",171,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"211","Basileuterus luteoviridis","BASLUT01, HEVER01, BASLUT04, BUTMO01, THRCYA01, TROAED02, BASLUT02","CATDIA01, THRBON02, ZONCAP015","Basileuterus luteoviridis","Parulidae","Passeriformes",78,24,18,36,25,15.4,7.3,4.1,3.9,23,66.5,8.8,57.5,13.4,63.9,12.92,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-17.88","8.94","-4.74","-73.864783290000005","241821.76","Extant",12776,"Basileuterus luteoviridis","Basileuterus_luteoviridis","P20a","New World Warblers","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Citrine Warbler","bow12776","LC","BL3","Parulidae","New World warblers",171,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"212","Basileuterus nigrocristatus","ZOCAP14, SETAUD24, TROAED05, BAEBIC02, WW3, TROAED02, TROAED20, GEOFRE01","ZONCAP015, GEOFRE03","Basileuterus nigrocristatus","Parulidae","Passeriformes",13,5,6,2,4,14.4,8.1,4.8,3.9,22.5,61.5,5.9,55.6,9.6,58.2,13.64,"Dunning","NA","NO","NA","NA","Forest","2","1","Carnivore","Invertivore","Insessorial","-9.4","11.03","1.02","-76.347451370000002","193235.07","Extant",12777,"Basileuterus nigrocristatus","Basileuterus_nigrocristatus","P20a","New World Warblers","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Black-crested Warbler","bow12777","LC","BL3","Parulidae","New World warblers",171,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"213","Basileuterus rufifrons","TASCH01","","Basileuterus rufifrons","Parulidae","Passeriformes",34,6,20,8,4,12.3,7.6,4.1,4,20.7,54.5,6.1,45.6,11.8,58,10.4,"Dunning","NA","NO","NA","NA","Shrubland","2","1","Carnivore","Invertivore","Insessorial","1.82","30.95","17.84","-94.810633229999993","967644.87","Extant",12787,"Basileuterus rufifrons","Basileuterus_rufifrons","P20a","New World Warblers","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Rufous-capped Warbler","bow12787","LC","BL3","Parulidae","New World warblers",171,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"214","Basileuterus trifasciatus","TROAED20, PAPOL01, BASTRI02, ATLLAT02","","Basileuterus trifasciatus","Parulidae","Passeriformes",7,4,3,0,4,14.4,7.5,3.5,3.6,19.8,56.8,7.8,48.9,13.8,52.8,9.7,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-7.93","-3.4","-5.07","-79.688186520000002","29296.98","Extant",12785,"Basileuterus trifasciatus","Basileuterus_trifasciatus","P20a","New World Warblers","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Three-banded Warbler","bow12785","LC","BL3","Parulidae","New World warblers",171,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"215","Basileuterus tristriatus","GEOTRI02, BASTRI01, WW3","","Basileuterus tristriatus","Parulidae","Passeriformes",47,19,16,12,6,14.2,7.4,4.1,3.8,20.4,61,8.2,52.9,13.4,56.3,12.03,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-18.11","12.34","-2.6","-74.131912589999999","475236.65","Extant",12792,"Basileuterus tristriatus","Basileuterus_tristriatus","P20a","New World Warblers","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Three-striped Warbler","bow12792","LC","BL3","Parulidae","New World warblers",171,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"216","Batis capensis","AFR193, BUL07, AFR008, AFR229, AFR131, AFR190, AFR180, AFR135, AFR206, AFR149, AFR211, COLL11, AFR224, MALNI02, AFR059, AFR117, PSEGRI01, AFR247","","Batis capensis","Platysteiridae","Passeriformes",10,2,8,0,4,15.8,7.4,4.8,3.6,20.6,58.8,7.7,51.5,13,44.1,11.74,"Dunning","NA","NO","NA","NA","Forest","2","1","Carnivore","Invertivore","Insessorial","-34.840000000000003","-10.28","-26.5","28.831443740000001","490501.87","Extant",8688,"Batis capensis","Batis_capensis","CC7","Shrike-Flycatchers, Helmetshrikes, Vangas, Butcherbirds, Woodswallows, Allies","Cuckoo-Shrikes, Helmetshrikes, Shrike-Flycatchers, Vangas, Whipbirds, Shrike-Thrushes, Whistlers, Shrikes, Monarchs, Vireos, Orioles, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Cape Batis","bow08688","LC","BL3","Platysteiridae","Shrike-flycatchers, wattle-eyes and batises",128,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"217","Batis mixta","GRW09, BATMIX01","PV12L, PV55","Batis mixta","Platysteiridae","Passeriformes",46,21,24,1,23,15.4,7.3,5.2,3.6,18.3,60.3,7.9,52.4,13.2,34,12.2,"Dunning","NA","NO","NA","NA","Forest","2","1","Carnivore","Invertivore","Insessorial","-10.55","-2.72","-5.6","38.262631460000001","68604.800000000003","Extant",8685,"Batis mixta","Batis_mixta","CC7","Shrike-Flycatchers, Helmetshrikes, Vangas, Butcherbirds, Woodswallows, Allies","Cuckoo-Shrikes, Helmetshrikes, Shrike-Flycatchers, Vangas, Whipbirds, Shrike-Thrushes, Whistlers, Shrikes, Monarchs, Vireos, Orioles, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Short-tailed Batis","bow08685","LC","BL3","Platysteiridae","Shrike-flycatchers, wattle-eyes and batises",128,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"218","Batis molitor","AFR028","","Batis molitor","Platysteiridae","Passeriformes",20,8,12,0,10,15,7.7,4.9,3.5,17.9,59.8,8.5,51.2,14.2,42.8,11.64,"Dunning","NA","NO","NA","NA","Woodland","2","1","Carnivore","Invertivore","Insessorial","-34.1","4.83","-13","27.668095390000001","5233583.28","Extant",8690,"Batis molitor","Batis_molitor","CC7","Shrike-Flycatchers, Helmetshrikes, Vangas, Butcherbirds, Woodswallows, Allies","Cuckoo-Shrikes, Helmetshrikes, Shrike-Flycatchers, Vangas, Whipbirds, Shrike-Thrushes, Whistlers, Shrikes, Monarchs, Vireos, Orioles, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Chinspot Batis","bow08690","LC","BL3","Platysteiridae","Shrike-flycatchers, wattle-eyes and batises",128,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"219","Bernieria cinereiceps","XANZOS01, GRW04","MDG_H09, P_Mosquito_132","Bernieria cinereiceps","Sylviidae","Passeriformes",4,2,2,0,4,14.6,8,2.6,3.2,21.8,70.2,9.2,61.1,12.9,59.5,18.2,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-25.02","-12.49","-18.47","47.919114120000003","163803.26999999999","Extant",10297,"Bernieria cinereiceps","Bernieria_cinereiceps","S9","Bulbuls, Allies","Bulbuls, Allies","Grey-crowned Tetraka","bow10297","NT","BL3","Sylviidae","Old World warblers",161,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"220","Bernieria madagascariensis","BERMAD02, FOUMAD03, BUL07, FOMAD01, GRW09, BERZOS01, NEWAM05, BERMAD01","MDG_H12, MDG_P04, MDG_P05, P_PV12, MDG_P09, BERMAD02_MDG_P08","Bernieria madagascariensis","Sylviidae","Passeriformes",5,2,3,0,4,24.4,14.1,3.4,4.7,23.4,77.2,8.7,66.6,11.4,72.4,25.33,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-25.18","-11.95","-18.39","47.058039989999997","445930.23","Extant",10293,"Bernieria madagascariensis","Bernieria_madagascariensis","S9","Bulbuls, Allies","Bulbuls, Allies","Common Tetraka","bow10293","LC","BL3","Sylviidae","Old World warblers",161,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"221","Bernieria zosterops","FOUMAD03, FOMAD01, BERZOS01, GRW04, XANZOS02, XANZOS01, HYPMA01","MDG_P04, P_Mosquito_132, MDG_H35, MDG_H09, MDG_P06","Bernieria zosterops","Sylviidae","Passeriformes",5,2,3,0,4,16.8,9.3,3.1,3.9,21.6,71.5,9.7,62,13.6,70.6,10.85,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-25.18","-12.43","-18.559999999999999","48.305018769999997","210073.52","Extant",10294,"Bernieria zosterops","Bernieria_zosterops","S9","Bulbuls, Allies","Bulbuls, Allies","Spectacled Tetraka","bow10294","LC","BL3","Sylviidae","Old World warblers",161,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"222","Bleda canicapillus","GRW09","","Bleda canicapillus","Pycnonotidae","Passeriformes",19,2,2,15,16,20.1,13.3,5.3,6.4,25.5,98.4,13.4,85.3,13.5,91.3,41.3,"Updated_literature","BoW","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Generalist","4.28","13.46","7.87","-4.7817964489999998","1094053.69","Extant",10303,"Bleda canicapillus","Bleda_canicapillus","S9","Bulbuls, Allies","Bulbuls, Allies","Grey-headed Bristlebill","bow10303","LC","BL3","Pycnonotidae","Bulbuls",160,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"223","Bleda eximius","GRW09, ACCTAC01, GLSJO01","WA15, WAH10","Bleda eximius","Pycnonotidae","Passeriformes",4,2,2,0,4,24,16,4.1,6.8,25.4,103.2,15.5,87.8,15,97.5,35.7,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Generalist","4.49","8.61","6.51","-6.0509650219999997","339296.54","Extant",10301,"Bleda eximius","Bleda_eximius","S9","Bulbuls, Allies","Bulbuls, Allies","Green-tailed Bristlebill","bow10301","VU","BL3","Pycnonotidae","Bulbuls",160,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"224","Bleda notatus","GRW09, ANLAT04","P46, PV3L","Bleda notatus","Pycnonotidae","Passeriformes",220,8,2,210,9,20.1,12.9,4.7,6.4,25,90.2,12.9,77.1,14.3,81.1,35.7,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Generalist","-4.92","6.37","0.61","20.146537720000001","2205108.25","Extant",20007,"Bleda notatus","Bleda_notatus","S9","Bulbuls, Allies","Bulbuls, Allies","Lesser Bristlebill","bow20007","LC","BL3","Pycnonotidae","Bulbuls",160,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"225","Bleda syndactylus","ACCTAC01, GRW09, BLESY01, ALPOL02, ANLAT03","WA15, P46, WAH9, WA20, WA21","Bleda syndactylus","Pycnonotidae","Passeriformes",95,3,5,87,4,27.2,16.6,4.5,7.2,25.4,105.4,15.6,89.7,14.8,95,46.14,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-11.68","9.1","-0.32","17.0632971","3527560.89","Extant",10300,"Bleda syndactylus","Bleda_syndactylus","S9","Bulbuls, Allies","Bulbuls, Allies","Common Bristlebill","bow10300","LC","BL3","Pycnonotidae","Bulbuls",160,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"226","Boissonneaua matthewsii","TROAED20","","Boissonneaua matthewsii","Trochilidae","Apodiformes",9,3,4,2,4,23.3,16.8,2.3,2.4,6.4,72.8,45,27.7,61.8,46.3,7.7,"Dunning","NA","NO","NA","NA","Forest","1","1","Herbivore","Nectarivore","Aerial","-13.61","0.89","-7.46","-76.591234049999997","127445.48","Extant",2712,"Boissonneaua matthewsii","Boissonneaua_matthewsii","Trochilidae","Hummingbirds","Hummingbirds","Chestnut-breasted Coronet","bow02712","LC","BL3","Trochilidae","Hummingbirds",79,"APODIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"227","Bolborhynchus lineola","TURDUS2","BOLIN1","Bolborhynchus lineola","Psittacidae","Psittaciformes",9,4,4,1,4,12.7,11.3,8,10.7,10.8,104.3,54.2,50.1,52,59.4,56.2,"Dunning","NA","NO","NA","NA","Forest","1","2","Herbivore","Omnivore","Insessorial","-17.87","20.13","5.54","-82.15088858","279157.09999999998","Extant",2229,"Bolborhynchus lineola","Bolborhynchus_lineola","Psittacidae2","Parrots","Parrots","Barred Parakeet","bow02229","LC","BL3","Psittacidae","Parrots",68,"PSITTACIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"228","Bombycilla cedrorum","BOMGAR01, BOMCED02","BOMCED01","Bombycilla cedrorum","Bombycillidae","Passeriformes",10,4,6,0,4,15.1,6.6,4.5,4.9,16.7,95.4,33.5,62,35.1,59.8,31.58,"Dunning","NA","NO","NA","NA","Woodland","2","3","Herbivore","Frugivore","Insessorial","33.450000000000003","60.2","47.88","-97.868161670000006","7437954.1399999997","Extant",8768,"Bombycilla cedrorum","Bombycilla_cedrorum","M2","Waxwings, Allies","Waxwings, Allies","Cedar Waxwing","bow08768","LC","BL3","Bombycillidae","Waxwings",152,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"229","Bombycilla garrulus","BOMGAR01","","Bombycilla garrulus","Bombycillidae","Passeriformes",13,6,7,0,4,15.5,7.6,5.1,6,20.7,116.2,43.9,72.3,37.8,65.8,54.41,"Dunning","NA","NO","NA","NA","Forest","1","3","Herbivore","Omnivore","Insessorial","47.49","70.45","61.26","25.879164589999998","12792145","Extant",8766,"Bombycilla garrulus","Bombycilla_garrulus","M2","Waxwings, Allies","Waxwings, Allies","Bohemian Waxwing","bow08766","LC","BL3","Bombycillidae","Waxwings",152,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"230","Bonasa bonasia","HGR1","","Bonasa bonasia","Phasianidae","Galliformes",9,4,5,0,4,21.7,11.2,9,9.1,35.1,169.4,55.8,113.7,33,117.8,429,"Dunning","NA","NO","NA","NA","Woodland","1","1","Herbivore","Herbivore terrestrial","Generalist","38.72","69.38","58","86.66720153","15669355.23","Extant",432,"Bonasa bonasia","Bonasa_bonasia","Phasianidae","Pheasants, Quail, Guineafowl","Pheasants, Quail, Guineafowl","Hazel Grouse","bow00432","LC","BL3","Phasianidae","Grouse, pheasants and partridges",11,"GALLIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"231","Bonasa umbellus","BT7, BONUM01, AKGPL09","AKGPP01","Bonasa umbellus","Phasianidae","Galliformes",5,1,3,1,4,25.4,13.3,10,9.7,42.2,183.2,69.8,112.2,38.3,152,530.91,"Dunning","NA","NO","NA","NA","Shrubland","1","1","Herbivore","Herbivore terrestrial","Generalist","33.94","67.56","52.89","-105.7518022","8071254.3300000001","Extant",434,"Bonasa umbellus","Bonasa_umbellus","Phasianidae","Pheasants, Quail, Guineafowl","Pheasants, Quail, Guineafowl","Ruffed Grouse","bow00434","LC","BL3","Phasianidae","Grouse, pheasants and partridges",11,"GALLIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"232","Bostrychia hagedash","BOSHAG02","","Bostrychia hagedash","Threskiornithidae","Pelecaniformes",27,14,12,1,4,144.4,103.9,15,20,74,338.8,91.1,245.3,27.1,162.4,1238,"Dunning","NA","NO","NA","NA","Grassland","2","1","Carnivore","Invertivore","Terrestrial","-34.840000000000003","17.95","-1.06","21.379055130000001","16241597.550000001","Extant",5299,"Bostrychia hagedash","Bostrychia_hagedash","Threskiornithidae","Ibises","Ibises, Herons","Hadada Ibis","bow05299","LC","BL3","Threskiornithidae","Ibises and spoonbills",24,"PELECANIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"233","Botaurus stellaris","SGS1, BOTSTEL01","U46","Botaurus stellaris","Ardeidae","Pelecaniformes",10,4,4,2,4,77.3,54.9,11,16.1,94.3,323.8,101.2,223.8,31.2,98.3,1319.45,"Dunning","NA","NO","NA","NA","Wetland","1","2","Carnivore","Aquatic predator","Terrestrial","-31.12","64.849999999999994","50.39","77.933082470000002","18110303.079999998","Extant",5174,"Botaurus stellaris","Botaurus_stellaris","Ardeidae","Herons","Ibises, Herons","Great Bittern","bow05174","LC","BL3","Ardeidae","Herons and egrets",25,"PELECANIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"234","Brachypteracias leptosomus","BRALEP01","MDG_L15","Brachypteracias leptosomus","Brachypteraciidae","Coraciiformes",5,2,2,1,4,41.8,27,13.2,14.8,33.7,137.6,27,109.5,19.8,127.4,185,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-25.03","-13.12","-17.88","48.720107149999997","39070.42","Extant",1503,"Brachypteracias leptosomus","Brachypteracias_leptosomus","Brachypteraciidae","Rollers, Ground-Rollers","Bee-eaters, Kingfishers, Motmots, Todies, Rollers, Ground-Rollers","Short-legged Ground-roller","bow01503","VU","BL3","Brachypteraciidae","Ground-rollers",83,"CORACIIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"235","Bradypterus baboecala","BUL07, PLOVEL01, GRW09, COLL2, AFR085","Clade A","Bradypterus baboecala","Sylviidae","Passeriformes",5,2,3,0,4,14.8,8.2,2.5,3,20.4,58.5,7.3,50.8,12.6,64.2,12.85,"Dunning","NA","NO","NA","NA","Wetland","3","1","Carnivore","Invertivore","Insessorial","-34.840000000000003","13.42","-15.21","28.681909149999999","3450481.85","Extant",10721,"Bradypterus baboecala","Bradypterus_baboecala","S11","Old World Warblers I","Old World Warblers I","African Bush-warbler","bow10721","LC","BL3","Sylviidae","Old World warblers",161,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"236","Bradypterus cinnamomeus","QUERY01, AFR116, AFR176, MALNI02, AFR115","","Bradypterus cinnamomeus","Sylviidae","Passeriformes",9,4,5,0,3,15.6,7.4,2.9,3.2,23.1,62.3,5.6,56.6,9,65.3,17.39,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Generalist","-16.23","13.71","-0.05","34.453021900000003","513979.16","Extant",10730,"Bradypterus cinnamomeus","Bradypterus_cinnamomeus","S11","Old World Warblers I","Old World Warblers I","Bracken Warbler","bow10730","LC","BL3","Sylviidae","Old World warblers",161,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"237","Bubo bubo","STRURA03, BUBO01, BUBIBI01, STAL2, BUBBUB02, BUBBUB03, ALARV04, BUBBUB01, OTUSCO01, TSUB01, CIAE02, CULKIB01","Haplotype C, EO1, Haplotype A, FALTIN13, Haplotype B","Bubo bubo","Strigidae","Strigiformes",5,2,2,1,4,50.4,26.6,17.9,26,79.9,438.5,144.8,293.8,33,244.5,2668.51,"Dunning","NA","NO","NA","NA","Rock","2","1","Carnivore","Vertivore","Insessorial","22.18","69.569999999999993","49.31","80.799433339999993","31974373.190000001","Extant",2962,"Bubo bubo","Bubo_bubo","Strigidae","Owls","Owls, Barn Owls","Eurasian Eagle-owl","bow02962","LC","BL3","Strigidae","Owls",71,"STRIGIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"238","Bubo capensis","BUBCAP01, CIAE02","","Bubo capensis","Strigidae","Strigiformes",5,2,2,1,4,40,22,12.6,21.2,73,361,120.2,241,33.4,189.8,1118.64,"Dunning","NA","NO","NA","NA","Shrubland","2","1","Carnivore","Vertivore","Insessorial","-34.840000000000003","15.15","-23.74","25.551483650000002","1905194.15","Extant",2965,"Bubo capensis","Bubo_capensis","Strigidae","Owls","Owls, Barn Owls","Cape Eagle-owl","bow02965","LC","BL3","Strigidae","Owls",71,"STRIGIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","1","1"
"239","Bubo scandiaca","BUBSCA01, GRW06, SGS1, STRURA03, GRW11","Plasmodium sp. clone SOWA, BVCH46, ANS2,DCH63, Haplotype C, ANS16,POCC66","Bubo scandiaca","Strigidae","Strigiformes",5,3,2,0,4,44.3,22.2,14.9,22.1,62.2,418.8,172,246.8,41.1,215,2028.76,"Dunning","NA","NO","NA","NA","Grassland","3","3","Carnivore","Vertivore","Insessorial","52.33","83.63","71.95","-28.39858297","5773405.4900000002","Extant",2982,"Bubo scandiaca","Bubo_scandiaca","Strigidae","Owls","Owls, Barn Owls","Snowy Owl","bow02982","LC","BL3","Strigidae","Owls",71,"STRIGIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"240","Bubo sumatranus","ACCBAD01, BUBSUM01","","Bubo sumatranus","Strigidae","Strigiformes",5,2,2,1,4,48.6,26.5,15,23.4,41.3,331.8,84.8,249.2,25.4,165.6,1525,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Insessorial","-8.85","13.43","0.28999999999999998","108.4508641","1415096.11","Extant",2970,"Bubo sumatranus","Bubo_sumatranus","Strigidae","Owls","Owls, Barn Owls","Barred Eagle-owl","bow02970","LC","BL3","Strigidae","Owls",71,"STRIGIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"241","Bubo virginianus","BUVIR08, BUVIR05, STVAR01, PHPAT01, STOCC16, BUVIR03, BUVIR04, BUVIR07, BUVIR01, BUVIR02, MYCAME02, BNOW04, BUVIR06","STRI15, 41, STRI23","Bubo virginianus","Strigidae","Strigiformes",5,2,2,1,4,44.5,24.7,16.6,25.4,72.1,371.2,112.7,258.5,30.4,197,1354.5,"Updated_literature","Earhart & Johnson (1970)","NO","NA","NA","Forest","2","1","Carnivore","Vertivore","Insessorial","-35.799999999999997","68.52","34.04","-94.19384771","24426738.59","Extant",2961,"Bubo virginianus","Bubo_virginianus","Strigidae","Owls","Owls, Barn Owls","Great Horned Owl","bow02961","LC","BL3","Strigidae","Owls",71,"STRIGIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"242","Bubulcus ibis","SGS1, GRW06, BUBIBI01, QUERY01, GRW04","Rinshi-1, GAL-2012, P15","Bubulcus ibis","Ardeidae","Pelecaniformes",14,7,7,0,10,63.3,43.5,8.6,11.5,76.8,244.4,73,171.2,29.9,90.9,365.95,"Dunning","NA","NO","NA","NA","Human Modified","3","2","Carnivore","Omnivore","Terrestrial","-55.98","58.29","5.0999999999999996","-2.6890613280000002","62451101.719999999","Extant",5243,"Bubulcus ibis","Bubulcus_ibis","Ardeidae","Herons","Ibises, Herons","Cattle Egret","bow05243","LC","BL3","Ardeidae","Herons and egrets",25,"PELECANIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"243","Bucco capensis","NYSMAC01","","Bucco capensis","Bucconidae","Piciformes",6,4,2,0,4,34.5,22,11.3,12.8,17.4,86.7,17.2,68.5,19.9,57,54,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-13.87","8.27","-2.4300000000000002","-63.496515129999999","5454915.04","Extant",1262,"Bucco capensis","Bucco_capensis","Bucconidae","Puffbirds","Puffbirds, Jacamars","Collared Puffbird","bow01262","LC","BL3","Bucconidae","Puffbirds",97,"PICIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"244","Bucco macrodactylus","BUCMAC01, TROAED20","","Bucco macrodactylus","Bucconidae","Piciformes",4,2,1,1,4,26.5,19.4,8.8,9.5,12.5,65,11.4,53.5,17.6,56.2,25,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-15.13","7.93","-3.34","-68.911204889999993","3329953.34","Extant",1259,"Bucco macrodactylus","Bucco_macrodactylus","Bucconidae","Puffbirds","Puffbirds, Jacamars","Chestnut-capped Puffbird","bow01259","LC","BL3","Bucconidae","Puffbirds",97,"PICIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"245","Bucco tamatia","DENCER02","","Bucco tamatia","Bucconidae","Piciformes",5,1,1,3,4,29.6,21.8,9.2,11.3,16.3,79.6,17.7,61.8,22.4,60.8,35.5,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-17.239999999999998","7.62","-2.58","-62.141770999999999","4349445.92","Extant",1260,"Bucco tamatia","Bucco_tamatia","Bucconidae","Puffbirds","Puffbirds, Jacamars","Spotted Puffbird","bow01260","LC","BL3","Bucconidae","Puffbirds",97,"PICIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"246","Bucephala clangula","HELLI02, BUCLA01","","Bucephala clangula","Anatidae","Anseriformes",10,5,5,0,4,38.1,17.7,16.1,11.9,34.1,208.7,105.4,99.4,51.4,82,918.56,"Dunning","NA","NO","NA","NA","Wetland","3","3","Carnivore","Aquatic predator","Aquatic","41.89","70.72","58.51","35.558660809999999","22082935.41","Extant",757,"Bucephala clangula","Bucephala_clangula","Anatinae","Ducks, Geese, Other Waterfowl, Screamers","Ducks, Geese, Other Waterfowl, Screamers","Common Goldeneye","bow00757","LC","BL3","Anatidae","Ducks, geese and swans",14,"ANSERIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"247","Butastur indicus","BUBIBI01, BUTIND01, TYTAL6","","Butastur indicus","Accipitridae","Accipitriformes",5,0,2,3,4,40.5,18.4,10.4,14.5,53.4,327.6,155.1,175.9,46.9,191.8,414.6,"Dunning","NA","NO","NA","NA","Woodland","2","3","Carnivore","Vertivore","Insessorial","30.99","52.35","44.31","129.81458259999999","1828306.34","Extant",4778,"Butastur indicus","Butastur_indicus","Accipitridae","Hawks, Eagles, Secretarybird","Hawks, Eagles, Secretarybird","Grey-faced Buzzard","bow04778","LC","BL3","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
