"","Lineage_Name","Alt_Lineage_Name","parasiteGenus"
"1383","SYBOR15","","Haemoproteus"
"1384","SYAT24","","Plasmodium"
"1385","SYAT10","","Haemoproteus"
"1387","SYAT07","","Haemoproteus"
"1389","SYAT17","","Haemoproteus"
"1390","SYAT04","","Haemoproteus"
"1391","SYAT22","","Leucocytozoon"
"1393","SYAT12","","Haemoproteus"
"1395","SYAT02","","Haemoproteus"
"1396","SYAT13","","Haemoproteus"
"1398","SYAT14","","Haemoproteus"
"1399","SYAT18","","Haemoproteus"
"1400","SYAT28","","Haemoproteus"
"1401","SYAT16","","Haemoproteus"
"1402","SYAT36","","Haemoproteus"
"1403","SYAT03","","Haemoproteus"
"1404","SYAT20","","Leucocytozoon"
"1405","SYAT11","","Haemoproteus"
"1406","SYAT44","H269","Haemoproteus"
"1408","SYAT21","","Haemoproteus"
"1411","SYAT35","","Haemoproteus"
"1415","SYBOR03","","Haemoproteus"
"1419","SYBOR06","","Leucocytozoon"
"1422","SYBOR04","","Haemoproteus"
"1427","SYBOR22","","Leucocytozoon"
"1429","SYBOR01","","Haemoproteus"
"1430","SYBOR08","","Leucocytozoon"
"1431","SYBOR05","","Plasmodium"
"1432","SYBOR07","","Leucocytozoon"
"1439","SYBOR33","SYBOR6.SPAIN","Leucocytozoon"
"1443","SYBOR12","","Leucocytozoon"
"1448","CWT2","","Haemoproteus"
"1449","CWT7","","Haemoproteus"
"1450","CWT3","","Haemoproteus"
"1459","LWT1","","Haemoproteus"
"1463","LWT2","","Haemoproteus"
"1471","SYNIS2","","Haemoproteus"
"1472","SYNIS1","","Haemoproteus"
"1481","PROSUB01","H55","Haemoproteus"
"1482","TABI10","TACTHA02","Haemoproteus"
"1483","TACCRI01","","Haemoproteus"
"1485","TACRUB03","","Haemoproteus"
"1486","TACRUB02","","Haemoproteus"
"1491","TANCHI02","","Haemoproteus"
"1492","TANCYA02","","Haemoproteus"
"1493","TANCYA01","","Haemoproteus"
"1494","TASCH01","","Haemoproteus"
"1495","CYCYAN01","","Haemoproteus"
"1496","TANLAB01","","Haemoproteus"
"1497","TANIG01","","Haemoproteus"
"1500","TANSCH01","","Plasmodium"
"1504","LEPCOR05","VOLJAC03","Plasmodium"
"1507","ANILAC01","","Leucocytozoon"
"1515","TERUF01","WAH22","Haemoproteus"
"1518","THACAE09","","Plasmodium"
"1519","THACAE08","","Plasmodium"
"1520","THAMB02","THAMB02","Plasmodium"
"1521","THAMB08","THAMB08","Plasmodium"
"1523","THASAT06","","Plasmodium"
"1526","ZOCAP19","H13","Haemoproteus"
"1532","CANLEU01","","Plasmodium"
"1533","PACPOL02","","Plasmodium"
"1534","TOFLA01","TOFLA01","Plasmodium"
"1535","EUMIN01","TOSUL01","Haemoproteus"
"1536","OEDILI01","","Haemoproteus"
"1537","MELMON01","","Haemoproteus"
"1538","TOXRUF01","3","Haemoproteus"
"1539","TRECAP06","AP40","Haemoproteus"
"1540","TRECAP04","AP36","Haemoproteus"
"1541","TRECAP01","AP13","Haemoproteus"
"1542","TRECAP03","AP35","Haemoproteus"
"1546","TROAED01","L1","Leucocytozoon"
"1547","TROAED03","L2","Leucocytozoon"
"1548","TROAED19","H8","Haemoproteus"
"1550","TROAED13","H2","Haemoproteus"
"1551","TROAED18","H7","Haemoproteus"
"1553","TROAED09","L7","Leucocytozoon"
"1555","TROAED11","L9","Leucocytozoon"
"1557","TROAED12","H1","Haemoproteus"
"1558","TROAED04","L3","Leucocytozoon"
"1560","TROAED14","H3","Haemoproteus"
"1561","TROAED16","H5","Haemoproteus"
"1569","TURALB05","","Plasmodium"
"1570","TURALB01","","Plasmodium"
"1571","TURALB03","","Plasmodium"
"1574","TUAMA01","TUAMA01","Plasmodium"
"1577","TURSER01","","Leucocytozoon"
"1581","TURFAL07","","Leucocytozoon"
"1582","TURFAL05","","Leucocytozoon"
"1583","TUFAL01","ChL9","Leucocytozoon"
"1585","TURFLA01","","Plasmodium"
"1590","TFUS06","ADG-2013","Plasmodium"
"1592","TUCHR01","","Haemoproteus"
"1593","SPMAG06","","Plasmodium"
"1594","TULEU03","TULEU03","Plasmodium"
"1596","TULEU06","TULEU06","Plasmodium"
"1597","TULEU02","TULEU02","Plasmodium"
"1599","TULEU01","TULEU01","Plasmodium"
"1603","TUMIG22","","Plasmodium"
"1604","DONANA05","","Plasmodium"
"1609","FRAG07","","Plasmodium"
"1613","AFTRU4","","Plasmodium"
"1614","TUMER03","H140","Leucocytozoon"
"1615","TURMER06","","Plasmodium"
"1617","TUMER10","","Leucocytozoon"
"1618","TUMER02","","Leucocytozoon"
"1619","TUMER01","","Leucocytozoon"
"1622","NEVE01","","Leucocytozoon"
"1625","TURMER02","","Haemoproteus"
"1630","TURMER07","","Plasmodium"
"1632","TURMER04","","Plasmodium"
"1634","TUMIG06","Par_bird_sp_2","Haemoproteus"
"1635","COLBF28","","Leucocytozoon"
"1638","COLBF32","","Leucocytozoon"
"1639","TUMIG09","L.AK14","Leucocytozoon"
"1641","TUMIG08","H.AK02","Haemoproteus"
"1643","TUMIG11","","Leucocytozoon"
"1645","TUREUN01","","Leucocytozoon"
"1649","TUNIG01","TURNIG01","Leucocytozoon"
"1652","AFTRU09","WA40","Plasmodium"
"1654","TURPEL01","L_TURPEL01","Leucocytozoon"
"1655","AFTRU3","","Leucocytozoon"
"1657","AFTRU1","","Leucocytozoon"
"1658","AFTRU2","","Leucocytozoon"
"1659","TUPHI13","","Leucocytozoon"
"1665","TUPHI02","","Leucocytozoon"
"1666","STUR1","","Leucocytozoon"
"1667","TUPHI06","H377","Leucocytozoon"
"1671","TURUF03","TURUF01","Plasmodium"
"1676","TUSER01","TURSER02","Leucocytozoon"
"1682","CUKI1","H241","Haemoproteus"
"1684","RECOB1","","Haemoproteus"
"1688","FRAG27","","Haemoproteus"
"1689","CYCGUJ01","","Plasmodium"
"1690","VIALT01","27","Haemoproteus"
"1691","FRAG14","","Haemoproteus"
"1692","VIOLI08","","Haemoproteus"
"1693","VIGIL07","","Haemoproteus"
"1694","RHYSIM01","","Plasmodium"
"1696","VIOLI03","","Plasmodium"
"1699","FRAG18","","Plasmodium"
"1700","VIOLI05","","Haemoproteus"
"1701","FRAG13","","Haemoproteus"
"1702","CHIPAR01","","Haemoproteus"
"1703","VIGIL09","","Haemoproteus"
"1704","VIGIL08","","Haemoproteus"
"1706","VIGIL05","WAVI_CA_ELW_9H","Haemoproteus"
"1708","VIGIL02","WAVI_CA_ELW_7L","Leucocytozoon"
"1709","VIGRI02","29","Haemoproteus"
"1712","VIOLI02","","Haemoproteus"
"1714","VIOLI04","VIREO01","Haemoproteus"
"1717","VIRPLU05","","Leucocytozoon"
"1720","VIRPLU04","","Haemoproteus"
"1721","VIRPLU01","","Haemoproteus"
"1727","LEPCOR07","LEPCOR05","Plasmodium"
"1728","WILPOE09","","Plasmodium"
"1729","THASAT10","","Plasmodium"
"1730","WILPOE15","","Plasmodium"
"1732","THAMUR01","","Plasmodium"
"1736","WILPOE19","","Plasmodium"
"1743","XOLPYR01","","Haemoproteus"
"1745","ZONCAP12","","Leucocytozoon"
"1748","ZOCAP08","Haemoproteus sp. ZC1","Haemoproteus"
"1750","CONCIN02","","Leucocytozoon"
"1753","TRMEL02","TRMEL02","Plasmodium"
"1755","ZOCAP03","ChP6","Plasmodium"
"1756","ZOCAP16","PlasH12","Plasmodium"
"1762","ZOCAP01","ChH4","Haemoproteus"
"1763","ZOCAP21","HaemH28","Haemoproteus"
"1777","ZOOCIT02","","Plasmodium"
"1779","ZOOAUR01","","Leucocytozoon"
"1780","ZOODAU01","","Haemoproteus"
"1783","ZOSFLA04","SAN007H,TAN002H","Haemoproteus"
"1784","ZOSJAP02","","Haemoproteus"
"1787","ZOMAD05","F2","Leucocytozoon"
"1788","ZOMAD01","D2","Leucocytozoon"
"1792","ZOBOR04","E","Leucocytozoon"
"1794","ZOSPAL06","ZOSPAL01","Haemoproteus"
"1795","ZOSPAL07","","Haemoproteus"
"1797","AFR211","","Leucocytozoon"
"1798","YEWE2","","Haemoproteus"
