"","Lineage_Name","Alt_Lineage_Name","parasiteGenus"
"300","NILSUN01","P48","Plasmodium"
"301","CATUST12","SWTH18L","Leucocytozoon"
"302","CATUST28","","Leucocytozoon"
"303","CATUST25","","Leucocytozoon"
"304","CATUST22","SWTH_CA_ELW_6H","Haemoproteus"
"313","TUMIG03","P48","Plasmodium"
"316","CERCIN02","","Plasmodium"
"317","CERSER02","","Plasmodium"
"318","PARUS22","H065","Leucocytozoon"
"324","ALCLEU02","WAH2","Haemoproteus"
"325","AFR028","","Plasmodium"
"326","CHLSPI01","","Plasmodium"
"327","TRMUS01","","Haemoproteus"
"328","CHLSPI02","","Haemoproteus"
"329","AFR025","","Haemoproteus"
"331","CHLOPH01","","Haemoproteus"
"332","CHOGRA01","","Haemoproteus"
"333","CHRKLA01","","Haemoproteus"
"334","VIMWE1","","Haemoproteus"
"335","CHRCAP01","","Haemoproteus"
"336","DELURB5","","Plasmodium"
"339","WW6","","Leucocytozoon"
"343","PARUS21","","Leucocytozoon"
"345","LINOLI01","P16","Plasmodium"
"346","COSQU01","COSQU01","Haemoproteus"
"349","HAWF2","","Haemoproteus"
"350","HAWF7","H153","Leucocytozoon"
"351","COCCOC01","","Leucocytozoon"
"352","HAWF6","H152","Haemoproteus"
"353","HAWF1","","Haemoproteus"
"354","COECOE02","","Plasmodium"
"355","COECOE01","","Haemoproteus"
"363","ANAPAR01","AUTOCH08","Haemoproteus"
"368","CNERUB01","","Haemoproteus"
"369","TROAED01","LEPAFF01","Leucocytozoon"
"370","COFLA06","Par_bird_sp_10","Haemoproteus"
"371","BAFLA04","","Plasmodium"
"374","FRAG05","","Haemoproteus"
"376","LOXPOR01","","Haemoproteus"
"377","FRAG01","","Haemoproteus"
"378","ICTCAY01","Pla_bird_sp_4,Pla_bird_sp_5","Plasmodium"
"379","COLAUR01","","Leucocytozoon"
"380","PIRLUD07","","Haemoproteus"
"382","COLVIR03","10436B,10734B","Haemoproteus"
"383","COLMEG02","AP18","Haemoproteus"
"385","COLELP01","","Haemoproteus"
"386","HAECOL1","","Haemoproteus"
"387","COLIV04","Columba livia 1,Streptopelia orientalis 3","Leucocytozoon"
"388","COLIV03","","Haemoproteus"
"389","COLIV06","","Haemoproteus"
"390","COQUI05","","Haemoproteus"
"391","AFR119","H248","Haemoproteus"
"393","COPIC01","COLCRU02","Haemoproteus"
"394","COLPAS03","SocH3","Haemoproteus"
"396","COLPIC01","Arg_H6,Arg_H9","Haemoproteus"
"398","COSQU02","","Haemoproteus"
"400","COSQU03","","Haemoproteus"
"401","COLPAS04","","Haemoproteus"
"402","COLBUC01","COTAL01","Haemoproteus"
"405","CONCAS01","","Plasmodium"
"406","CONLIN16","COLIN16","Plasmodium"
"407","CONLIN01","COLIN01","Plasmodium"
"408","CONLIN05","COLIN05","Plasmodium"
"409","LEAMA01","LEAMA01","Plasmodium"
"410","COMEL01","COMEL01","Plasmodium"
"412","COPMAL01","39","Haemoproteus"
"413","COBRA01","NOCRH02","Haemoproteus"
"414","CORCAU01","NOCRH01","Haemoproteus"
"415","CORCAU03","NOCRL04","Leucocytozoon"
"416","COBRA05","NOCRL01","Leucocytozoon"
"419","COCOR13","CORNIX05","Leucocytozoon"
"420","CXPIP27","CORNIX01","Haemoproteus"
"421","COCOR09","Corvus corone 6,Corvus corone 8,Corvus macrorhynchos 3,Corvus macrorhynchos 6","Leucocytozoon"
"424","COCOR15","","Haemoproteus"
"426","CXPIP09","Rinchi-3","Plasmodium"
"427","CORMAC04","","Haemoproteus"
"428","CORMAC02","","Leucocytozoon"
"429","CXPIP19","U8","Haemoproteus"
"431","CORMON01","","Leucocytozoon"
"434","CORPIL03","","Haemoproteus"
"435","CORPIL11","","Haemoproteus"
"437","COPIL01","COPIL01","Plasmodium"
"440","PADOM17","FURLEU01","Plasmodium"
"441","BAHYP01","BAHYP01","Plasmodium"
"442","CORPIL01","","Plasmodium"
"443","CORPIL02","","Plasmodium"
"445","COTCOT01","","Plasmodium"
"447","CRALOU01","","Haemoproteus"
"451","CRECRE01","CRECRE1","Plasmodium"
"452","SYBOR10","","Plasmodium"
"455","CRIPIS01","","Leucocytozoon"
"458","AFR223","","Leucocytozoon"
"459","ANIFLA01","","Haemoproteus"
"461","CURCUR01","","Plasmodium"
"463","CYASTE05","","Haemoproteus"
"464","CYASTE07","","Leucocytozoon"
"467","VIOLI06","","Haemoproteus"
"468","VIOLI12","","Haemoproteus"
"470","TUSW02","TUSW02","Leucocytozoon"
"472","TUSW08","TUSW08","Haemoproteus"
"474","TUSW06","TUSW06","Haemoproteus"
"476","TUSW01","TUSW01","Leucocytozoon"
"479","CYPHIR03","","Haemoproteus"
"480","PSEGRI01","","Plasmodium"
"481","TANCHI01","","Haemoproteus"
"482","BUL07","","Plasmodium"
"483","DELURB2","Durb2","Haemoproteus"
"484","DELURB3","Durb3","Haemoproteus"
"485","HIRUS07","","Leucocytozoon"
"487","COLL6","","Plasmodium"
"491","DELURB1","Durb1","Haemoproteus"
"493","PARUS19","","Leucocytozoon"
"495","DELURB6","","Plasmodium"
"496","GLYSPI06","","Plasmodium"
"498","DENPEN02","OZ07SL23","Haemoproteus"
"499","PASILI01","","Haemoproteus"
"502","SETAUD25","","Leucocytozoon"
"503","EMPALN01","","Leucocytozoon"
"505","SETAUD08","","Haemoproteus"
"506","SETCOR07","","Leucocytozoon"
"508","CATUST14","","Leucocytozoon"
"509","TABI02","","Haemoproteus"
"510","TABI09","","Leucocytozoon"
"511","SETCOR01","","Haemoproteus"
"512","SETAUD05","","Haemoproteus"
"516","SETAUD15","","Haemoproteus"
"518","CNEORN01","L Co1,L smokies","Leucocytozoon"
"519","EMPHAM01","","Leucocytozoon"
"520","COLBF25","","Leucocytozoon"
"521","SETAUD14","","Haemoproteus"
"524","GEOTRI01","","Plasmodium"
"526","MYITYR01","","Plasmodium"
"529","MASTR01","","Plasmodium"
"530","TURMER01","","Haemoproteus"
"537","TUMIG12","","Leucocytozoon"
"539","THAMAE01","","Plasmodium"
"542","ZOCAP17","","Haemoproteus"
"543","TROAED06","","Leucocytozoon"
"545","DIGLAF01","","Plasmodium"
"547","DIGCYA01","SA19","Haemoproteus"
"548","DIGCYA03","SA20","Haemoproteus"
"551","DIGCYA02","SA23","Plasmodium"
"552","MYFUM01","L-T011","Leucocytozoon"
"554","DIUDIU12","H01","Haemoproteus"
"556","DIUDIU05","","Haemoproteus"
"560","ICTLEU01","","Haemoproteus"
"564","SPMAG08","","Plasmodium"
"565","GEOTRI09","","Plasmodium"
"568","DUMCAR02","","Leucocytozoon"
"570","MAFUS02","20","Haemoproteus"
"571","DYSMEN05","","Plasmodium"
"573","TROAED22","","Plasmodium"
"574","DYSMEN04","","Plasmodium"
"575","DYSMEN03","","Plasmodium"
