"","tip","lineages","alt_lineages","Species3","Family3","Order3","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand-Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status","WJSpecID","Scientific","TipLabel","PatchClade","Hackett_FineClades","Hackett_CoarseClades","English","FileName","X2010.IUCN.Red.List.category","Taxo","BLFamilyLatin","BLFamilyEnglish","FamSequID","IOCOrder","PassNonPass","OscSubOsc","urban","humanDisturbed"
"292","Nectarinia violacea","LINOLI01, CINCHA01","P16, PV41","Nectarinia violacea","Nectariniidae","Passeriformes",5,2,3,0,4,23.1,17,3.2,2.7,16.2,52.6,8.2,43,16,62.4,9.38,"Dunning","NA","NO","NA","NA","Shrubland","2","1","Herbivore","Nectarivore","Insessorial","-34.840000000000003","-30.95","-33.49","21.02237268","91921.14","Extant",11620,"Nectarinia violacea","Nectarinia_violacea","P2","Sunbirds, Flowerpeckers","Sunbirds, Flowerpeckers","Orange-breasted Sunbird","bow11620","LC","BL3","Nectariniidae","Sunbirds",168,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"293","Neocossyphus poensis","GRW09, COLL2","P46","Neocossyphus poensis","Turdidae","Passeriformes",52,5,3,44,8,18.2,11.1,5.8,4.9,28.4,101.6,19.7,86,18.5,84.8,51.78,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Terrestrial","-8.82","9.59","0.89","15.3655589","2510054.88","Extant",8788,"Neocossyphus poensis","Neocossyphus_poensis","M5","Thrushes","Thrushes, Dippers, Chats, Old World Flycatchers","White-tailed Ant-thrush","bow08788","LC","BL3","Turdidae","Thrushes",178,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"294","Neocossyphus rufus","GRW09","P46","Neocossyphus rufus","Turdidae","Passeriformes",29,4,4,21,7,18.4,10.5,5.1,5,28.4,106,26.9,89.8,23.1,91.7,65.9,"Dunning","NA","NO","NA","NA","Forest","1","2","Carnivore","Invertivore","Generalist","-10.74","5.91","-0.03","20.78001703","1123680.47","Extant",8787,"Neocossyphus rufus","Neocossyphus_rufus","M5","Thrushes","Thrushes, Dippers, Chats, Old World Flycatchers","Red-tailed Ant-thrush","bow08787","LC","BL3","Turdidae","Thrushes",178,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"295","Neothraupis fasciata","PADOM09, DENPET03, NEOFAS01, PADOM11, PADOM17, NEOFAS05","FURLEU01","Neothraupis fasciata","Thraupidae","Passeriformes",5,2,3,0,4,17.7,10.5,5,7.2,22.8,71.5,11.4,59.4,16.2,62.6,26.8,"Dunning","NA","NO","NA","NA","Woodland","2","1","Omnivore","Invertivore","Generalist","-24.22","2.12","-16.02","-49.569842880000003","2242410.83","Extant",12824,"Neothraupis fasciata","Neothraupis_fasciata","P17P18","Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies","White-banded Tanager","bow12824","NT","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"296","Nesillas typica","URANO02, GRW04, GRW09","H_Uan1, P_Mosquito_132, P_PV12","Nesillas typica","Sylviidae","Passeriformes",5,2,3,0,4,14.6,7.2,3.2,3.4,23.9,63.2,8.1,55.4,12.7,75.4,19.68,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-24.9","-11.95","-18.760000000000002","46.974500740000003","520535.1","Extant",10761,"Nesillas typica","Nesillas_typica","S11","Old World Warblers I","Old World Warblers I","Madagascar Brush-warbler","bow10761","LC","BL3","Sylviidae","Old World warblers",161,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"297","Nicator chloris","GRW09","P46","Nicator chloris","Pycnonotidae","Passeriformes",15,3,5,7,5,21.5,11.6,4.2,6.4,28.6,100,13.3,89.7,12.8,98.2,46.1,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-10.27","13.93","0.97","14.503646229999999","3969589.79","Extant",10305,"Nicator chloris","Nicator_chloris","S5","Nicators","Nicators","Yellow-spotted Nicator","bow10305","LC","BL3","Pycnonotidae","Bulbuls",160,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"298","Niltava sundara","ALARV04, NILSUN01","P48","Niltava sundara","Muscicapidae","Passeriformes",5,2,3,0,4,15.6,8.7,4.1,3.9,20.4,82,14.8,66.2,18.1,68.2,21.1,"Dunning","NA","NO","NA","NA","Forest","1","3","Carnivore","Invertivore","Insessorial","18.440000000000001","35.479999999999997","27.58","99.029946600000002","2499713.2200000002","Extant",9153,"Niltava sundara","Niltava_sundara","M6","Chats, Old World Flycatchers","Thrushes, Dippers, Chats, Old World Flycatchers","Rufous-bellied Niltava","bow09153","LC","BL3","Muscicapidae","Chats and Old World flycatchers",167,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"299","Ochthoeca leucophrys","OCHLEU02, OCHLEU01","OCHLEU03","Ochthoeca leucophrys","Tyrannidae","Passeriformes",9,4,5,0,4,14.8,8.7,3.7,3.5,21.8,75.7,13.5,62.2,17.8,68.1,13.1,"Dunning","NA","NO","NA","NA","Shrubland","2","1","Carnivore","Invertivore","Insessorial","-31.33","-2.75","-18.63","-69.548838110000005","781892.76","Extant",6070,"Ochthoeca leucophrys","Ochthoeca_leucophrys","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","White-browed Chat-tyrant","bow06070","LC","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","0","0"
"300","Ochthoeca rufipectoralis","TROAED06, TROAED20","","Ochthoeca rufipectoralis","Tyrannidae","Passeriformes",49,8,9,32,26,13.7,6.5,3.5,3,19.8,66.3,13,53.3,19.6,61.5,9.98,"Dunning","NA","NO","NA","NA","Forest","2","1","Carnivore","Invertivore","Insessorial","-17.64","11.09","-4.9800000000000004","-74.790334790000003","333647.74","Extant",6064,"Ochthoeca rufipectoralis","Ochthoeca_rufipectoralis","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","Rufous-breasted Chat-tyrant","bow06064","LC","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","0","1"
"301","Oriolus oriolus","ORORI01, ORORI02","","Oriolus oriolus","Oriolidae","Passeriformes",45,16,29,0,8,29.6,18.8,9,8.6,23,147.1,54.9,93.5,36.9,83.7,79,"Dunning","NA","NO","NA","NA","Woodland","1","3","Omnivore","Omnivore","Insessorial","20.72","63.67","47.63","47.452580380000001","13665114.77","Extant",8269,"Oriolus oriolus","Oriolus_oriolus","CC5CC6c","Orioles, Allies","Cuckoo-Shrikes, Helmetshrikes, Shrike-Flycatchers, Vangas, Whipbirds, Shrike-Thrushes, Whistlers, Shrikes, Monarchs, Vireos, Orioles, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Eurasian Golden Oriole","bow08269","LC","BL3","Oriolidae","Orioles and figbirds",142,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"302","Pachyramphus albogriseus","PAPOL01","","Pachyramphus albogriseus","Cotingidae","Passeriformes",4,2,2,0,4,15.6,9.9,7.1,5.5,17.7,71.2,18.3,52.9,25.7,54,17.3,"Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Omnivore","Insessorial","-12.53","11.19","-0.74","-76.738270549999996","341646.91","Extant",6237,"Pachyramphus albogriseus","Pachyramphus_albogriseus","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","Black-and-white Becard","bow06237","LC","BL3","Cotingidae","Cotingas",104,"PASSERIFORMES","PASSERIFORMES","Tyranni","0","0"
"303","Pachyramphus polychopterus","PAPOL03, PACPOL01","PAPOL03, PAPOLY01","Pachyramphus polychopterus","Cotingidae","Passeriformes",45,14,28,3,12,14.9,10.4,7,5.7,18.7,72,16.4,58.5,21.8,55.7,20.8,"Dunning","NA","NO","NA","NA","Forest","2","1","Omnivore","Invertivore","Insessorial","-35.01","16.68","-9.65","-58.368036879999998","13935213.9","Extant",6235,"Pachyramphus polychopterus","Pachyramphus_polychopterus","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","White-winged Becard","bow06235","LC","BL3","Cotingidae","Cotingas",104,"PASSERIFORMES","PASSERIFORMES","Tyranni","0","1"
"304","Panurus biarmicus","WW2, TURDUS2","","Panurus biarmicus","Timaliidae","Passeriformes",13,6,7,0,4,9.2,5.8,3.3,3.5,19.5,60,13.3,46.8,22.1,82.4,13.82,"Dunning","NA","NO","NA","NA","Wetland","3","2","Omnivore","Invertivore","Insessorial","32.86","65.290000000000006","44.98","78.517704910000006","11689099.279999999","Extant",11347,"Panurus biarmicus","Panurus_biarmicus","Skeleton","Bearded Reedling","Larks, Allies","Bearded Parrotbill","bow11347","LC","BL3","Timaliidae","Babblers and parrotbills",163,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"305","Paramythia montium","PARMON01","","Paramythia montium","Melanocharitidae","Passeriformes",13,6,7,0,12,18.6,8.9,4.3,5,29.8,101,22.2,79.2,21.9,94.9,41.79,"Dunning","NA","NO","NA","NA","Forest","1","1","Herbivore","Frugivore","Insessorial","-10.029999999999999","-3.44","-5.71","142.8619621","59694.1","Extant",11748,"Paramythia montium","Paramythia_montium","CC5CC6c","Orioles, Allies","Cuckoo-Shrikes, Helmetshrikes, Shrike-Flycatchers, Vangas, Whipbirds, Shrike-Thrushes, Whistlers, Shrikes, Monarchs, Vireos, Orioles, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Crested Berrypecker","bow11748","LC","BL3","Melanocharitidae","Berrypeckers",124,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"306","Paroaria capitata","ICTCAY01","","Paroaria capitata","Emberizidae","Passeriformes",4,2,2,0,4,15.1,9,4.6,5.7,21,79.6,10.8,68.8,13.5,79.2,22.3,"Dunning","NA","NO","NA","NA","Shrubland","3","1","Herbivore","Omnivore","Terrestrial","-35.090000000000003","-13.76","-25.77","-59.385700290000003","1522354.91","Extant",12663,"Paroaria capitata","Paroaria_capitata","P17P18","Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies","Yellow-billed Cardinal","bow12663","LC","BL3","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"307","Parus ater","PARUS19, PERATE09, SGS1, BT7, GRW11, PARUS7, PARUS1, PERATE06, TURDUS1","H077, H011, H010, H260","Parus ater","Paridae","Passeriformes",26,13,13,0,4,10.7,6.3,3,3.6,15.1,61.1,13.4,47.9,21.9,46.4,9.2,"Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Invertivore","Insessorial","23.02","68.98","52.81","75.180084039999997","18987457.579999998","Extant",9896,"Parus ater","Parus_ater","S2","Tits, Chickadees, Penduline-Tits, Allies","Tits, Chickadees, Penduline-Tits, Allies","Coal Tit","bow09896","LC","BL3","Paridae","Tits and chickadees",154,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"308","Parus atricapillus","BAEBIC04, CB1, DUMCAR02, COLBF21, BT7","P43","Parus atricapillus","Paridae","Passeriformes",13,5,7,1,7,10.3,7.2,3.7,4,16.8,64.4,12,52.5,18.6,61.7,10.8,"Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Invertivore","Insessorial","34.200000000000003","65.98","50.08","-104.9891099","9078514.1799999997","Extant",9881,"Parus atricapillus","Parus_atricapillus","S2","Tits, Chickadees, Penduline-Tits, Allies","Tits, Chickadees, Penduline-Tits, Allies","Black-capped Chickadee","bow09881","LC","BL3","Paridae","Tits and chickadees",154,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"309","Parus caeruleus","BLUTI03, BLUTI10, PARUS6, PARUS14, PARUS21, BT7, SYAT05, PARUS16, PARUS20, PARUS15, PARUS13, LINN1, PARUS22, SW2, WW2, COLL1, CCF2, PARUS87, SFC1, PARUS11, BLUTI05, BLUTI02, SYAT01, PARUS12, WW1, PARUS74, DELURB4, GRW06, CCF6, PARUS19, PHSIB1, PARUS1, GRW11, PARUS18, TURDUS1, PARUS84, TURDUS2, PARUS4, SGS1, BLUTI04","C103, W043, H235, H073, Ge066, H021, W019, pBLUTI1, H065, Pl-SW2, PI-COLL1, H032, hBLUTI1, Ge022, H105, Np083, Pl-GRW6, H030, C105, H060, H366","Parus caeruleus","Paridae","Passeriformes",17,8,9,0,4,9.7,5.8,3.2,4.2,15.2,65.6,13.8,51.8,21,51.4,11.1,"Updated_literature","BoW","NO","NA","NA","Forest","1","1","Omnivore","Invertivore","Insessorial","29.93","67.75","50.72","26.016904350000001","8753389.8000000007","Extant",9936,"Parus caeruleus","Parus_caeruleus","S2","Tits, Chickadees, Penduline-Tits, Allies","Tits, Chickadees, Penduline-Tits, Allies","Blue Tit","bow09936","LC","BL3","Paridae","Tits and chickadees",154,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"310","Parus carolinensis","BAEBIC04, COLBF21, PADOM11, DUMCAR02, CB1, MAFUS02","","Parus carolinensis","Paridae","Passeriformes",15,7,6,2,13,8.9,6.6,3.5,3.7,14.8,58.8,11.4,47,19.5,49.6,9.99,"Dunning","NA","NO","NA","NA","Forest","2","1","Omnivore","Invertivore","Insessorial","27.68","41.22","34.9","-88.357954620000001","2312694.52","Extant",9879,"Parus carolinensis","Parus_carolinensis","S2","Tits, Chickadees, Penduline-Tits, Allies","Tits, Chickadees, Penduline-Tits, Allies","Carolina Chickadee","bow09879","LC","BL3","Paridae","Tits and chickadees",154,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"311","Parus cristatus","PARUS22, SGS1","H065, H011","Parus cristatus","Paridae","Passeriformes",24,12,12,0,4,11.3,7,2.6,3.1,17.1,64,12.7,51.3,19.8,51.4,11.04,"Dunning","NA","NO","NA","NA","Woodland","1","1","Omnivore","Invertivore","Insessorial","36","67.680000000000007","54.5","26.212984609999999","5918314.9400000004","Extant",9900,"Parus cristatus","Parus_cristatus","S2","Tits, Chickadees, Penduline-Tits, Allies","Tits, Chickadees, Penduline-Tits, Allies","Crested Tit","bow09900","LC","BL3","Paridae","Tits and chickadees",154,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"312","Parus gambeli","LAIRI01, TROAED24","","Parus gambeli","Paridae","Passeriformes",4,2,2,0,4,11.8,8.9,3.4,3.8,18.1,68.8,13.2,55.5,19.2,59.5,11.19,"Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Invertivore","Insessorial","30.24","60.7","44.25","-115.84229000000001","2711124.48","Extant",9882,"Parus gambeli","Parus_gambeli","S2","Tits, Chickadees, Penduline-Tits, Allies","Tits, Chickadees, Penduline-Tits, Allies","Mountain Chickadee","bow09882","LC","BL3","Paridae","Tits and chickadees",154,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"313","Parus hudsonicus","POEATR01, BT7, CB1","H.AK03,H.AK10,H.AK16, P43, ICBI,L fringillinarum,L.AK04","Parus hudsonicus","Paridae","Passeriformes",4,2,2,0,4,10.1,7,3.1,3.6,16.3,64.8,11.9,52.8,18.4,58.5,9.8,"Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Invertivore","Insessorial","43.39","69.23","57.46","-109.1656696","7102487.5800000001","Extant",9888,"Parus hudsonicus","Parus_hudsonicus","S2","Tits, Chickadees, Penduline-Tits, Allies","Tits, Chickadees, Penduline-Tits, Allies","Boreal Chickadee","bow09888","LC","BL3","Paridae","Tits and chickadees",154,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"314","Parus major","PARUS2, PARUS20, BT7, PARUS6, PARUS25, PARUS34, PHSIB1, GRW06, PARUS4, GRW11, BT2, PARUS33, PARUS22, PARUS21, PARUS35, PARUS18, PARUS81, TURDUS1, PARUS66, WW2, PARUS7, PARUS16, PARUS11, PARUS36, PARUS26, PARUS28, PARUS17, SW2, PARUS19, HYBOR02, PARUS37, PARUS1, SGS1, PARUS74","Ge066, Ge003, H201, Ge020, H264, TURDUS1, H007, H200,H202, Ge35, P54, C105, P22, H212","Parus major","Paridae","Passeriformes",37,17,20,0,16,11.3,8,4,4.3,17.4,70.9,13.3,57.7,18.7,61.2,16.25,"Dunning","NA","NO","NA","NA","Woodland","2","1","Omnivore","Invertivore","Insessorial","-10.61","71.19","44.04","75.016016370000003","32577984.280000001","Extant",9922,"Parus major","Parus_major","S2","Tits, Chickadees, Penduline-Tits, Allies","Tits, Chickadees, Penduline-Tits, Allies","Great Tit","bow09922","LC","BL3","Paridae","Tits and chickadees",154,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"315","Parus montanus","PARUS8","","Parus montanus","Paridae","Passeriformes",29,14,15,0,8,10.8,6.9,3.1,3.7,16.4,64.8,11.5,53.2,17.7,55.5,11.1,"Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Invertivore","Insessorial","26.5","71.19","55.34","81.257955780000003","22224877.5","Extant",9877,"Parus montanus","Parus_montanus","S2","Tits, Chickadees, Penduline-Tits, Allies","Tits, Chickadees, Penduline-Tits, Allies","Willow Tit","bow09877","LC","BL3","Paridae","Tits and chickadees",154,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"316","Parus palustris","SGS1, TURDUS1, WW2, PARUS1, PARUS4, BT7","EMEL01","Parus palustris","Paridae","Passeriformes",20,8,10,2,4,9.4,6.7,3.3,4.1,15.9,64,11.4,52.5,17.9,54.8,11.14,"Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Invertivore","Insessorial","31.72","65.42","49.29","64.468482179999995","9072135.0899999999","Extant",9870,"Parus palustris","Parus_palustris","S2","Tits, Chickadees, Penduline-Tits, Allies","Tits, Chickadees, Penduline-Tits, Allies","Marsh Tit","bow09870","LC","BL3","Paridae","Tits and chickadees",154,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"317","Parus teneriffae","PARUS22, PARUS19, PARUS1, PARUS11, EMCIR02, REB11, GRW11, PARUS69, LK06, SGS1, PARUS21","H065, H077, H022, H200,H202, H010, H173, H158, H011, H201","Parus teneriffae","Paridae","Passeriformes",5,3,2,0,5,10.4,7.2,3.4,3.8,17.3,59.7,8.5,51.2,14.2,49.1,10,"Updated_literature","BoW","NO","NA","NA","Forest","2","1","Omnivore","Omnivore","Insessorial","27.64","37.54","33.89","-0.44439590000000001","624090.32999999996","Extant",9939,"Parus teneriffae","Parus_teneriffae","S2","Tits, Chickadees, Penduline-Tits, Allies","Tits, Chickadees, Penduline-Tits, Allies","African Blue Tit","bow09939","","IOC27","Paridae","Tits and chickadees",154,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"318","Passer diffusus","PAMEL01","H_4A,H_4B,H_4C,H_4D,H_4E,H_4F,H_4G,H_4H","Passer diffusus","Passeridae","Passeriformes",5,2,3,0,4,12.4,8.6,5.8,7.1,19,80.7,18.5,62.4,22.9,64,24.2,"Dunning","NA","NO","NA","NA","Woodland","2","1","Herbivore","Granivore","Terrestrial","-34.21","-7.15","-21.72","25.759123249999998","3365122.44","Extant",11775,"Passer diffusus","Passer_diffusus","P8","Sparrows, Snowfinches, Allies","Sparrows, Snowfinches, Allies","Southern Grey-headed Sparrow","bow11775","LC","BL3","Passeridae","Sparrows, snowfinches and allies",183,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"319","Passer domesticus","HIRUS07, ALBRE01, RS4, PADOM01, PADOM02, PADOM05, SGS1, PADOM09, GRW04, PAHIS1, PADOM28, SEIAUR01, PADOM11, RECOB3, PADOM03, GRW11, COLL1, GRW06, DELURB4, TURDUS1, PAGRI02, DENPET03, PADOM22, PADOM08","H159, H-LIN1, P11, P15, P1, H206","Passer domesticus","Passeridae","Passeriformes",42,17,25,0,17,14,9.3,6.6,7.7,18.4,75.7,20.2,55.5,26.7,56.8,26.51,"Dunning","NA","NO","NA","NA","Human Modified","3","1","Herbivore","Granivore","Terrestrial","5.91","71.19","46.3","61.373216380000002","34661699.719999999","Extant",11753,"Passer domesticus","Passer_domesticus","P8","Sparrows, Snowfinches, Allies","Sparrows, Snowfinches, Allies","House Sparrow","bow11753","LC","BL3","Passeridae","Sparrows, snowfinches and allies",183,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"320","Passer griseus","PAGRI01","","Passer griseus","Passeridae","Passeriformes",8,4,4,0,4,14.2,9.7,6.3,7.4,18.1,78.9,16.3,62.5,20.7,59,27.82,"Dunning","NA","NO","NA","NA","Shrubland","3","1","Herbivore","Granivore","Terrestrial","-19","18.82","6.43","14.79588289","10513534.529999999","Extant",11770,"Passer griseus","Passer_griseus","P8","Sparrows, Snowfinches, Allies","Sparrows, Snowfinches, Allies","Northern Grey-headed Sparrow","bow11770","LC","BL3","Passeridae","Sparrows, snowfinches and allies",183,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"321","Passer hispaniolensis","PADOM01, COLL1, PADOM05, GRW11, PAHIS2, PAGRI02, PAHIS1, SGS1","H210, H206","Passer hispaniolensis","Passeridae","Passeriformes",23,6,17,0,13,15.4,10.5,7.3,8.4,19.9,76.3,19.9,56.4,26,54.7,24.2,"Dunning","NA","NO","NA","NA","Shrubland","2","1","Herbivore","Granivore","Terrestrial","23.89","47.83","38.130000000000003","40.31861129","4197257.38","Extant",11758,"Passer hispaniolensis","Passer_hispaniolensis","P8","Sparrows, Snowfinches, Allies","Sparrows, Snowfinches, Allies","Spanish Sparrow","bow11758","LC","BL3","Passeridae","Sparrows, snowfinches and allies",183,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"322","Passer melanurus","PAMEL01","H_4A,H_4B,H_4C,H_4D,H_4E,H_4F,H_4G,H_4H","Passer melanurus","Passeridae","Passeriformes",5,1,4,0,4,12.9,9,6.6,8.2,19.2,74.6,18,57,24,58.6,29.5,"Dunning","NA","NO","NA","NA","Woodland","3","1","Herbivore","Granivore","Terrestrial","-34.840000000000003","-12.58","-27.28","22.716059619999999","1765360.17","Extant",11769,"Passer melanurus","Passer_melanurus","P8","Sparrows, Snowfinches, Allies","Sparrows, Snowfinches, Allies","Cape Sparrow","bow11769","LC","BL3","Passeridae","Sparrows, snowfinches and allies",183,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"323","Passer moabiticus","PADOM05","","Passer moabiticus","Passeridae","Passeriformes",5,2,3,0,4,10.6,7.8,5.4,6.5,15.6,58.9,11.3,46.8,19.5,48.6,16.46,"Dunning","NA","NO","NA","NA","Shrubland","2","1","Herbivore","Granivore","Terrestrial","29.69","37.93","32.4","47.539970709999999","187596.66","Extant",11763,"Passer moabiticus","Passer_moabiticus","P8","Sparrows, Snowfinches, Allies","Sparrows, Snowfinches, Allies","Dead Sea Sparrow","bow11763","LC","BL3","Passeridae","Sparrows, snowfinches and allies",183,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"324","Passer montanus","GRW04, PADOM03, CXPIP09, PADOM02, GRW11, SGS1","Rinchi-8","Passer montanus","Passeridae","Passeriformes",50,13,17,20,8,13.2,8.2,5.5,6.5,16.4,67.9,16.7,51.2,24.6,51,21.39,"Dunning","NA","NO","NA","NA","Woodland","2","1","Omnivore","Granivore","Terrestrial","-10.94","71.06","46.61","81.346879849999993","39069801.390000001","Extant",11778,"Passer montanus","Passer_montanus","P8","Sparrows, Snowfinches, Allies","Sparrows, Snowfinches, Allies","Eurasian Tree Sparrow","bow11778","LC","BL3","Passeridae","Sparrows, snowfinches and allies",183,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"325","Passerculus sandwichensis","ACAFLA03, ZOLEU02, CB1, CNEORN01","L.AK18, SASP_CA_ELW_8L","Passerculus sandwichensis","Emberizidae","Passeriformes",4,1,3,0,4,12.8,8.3,4.1,5.4,20.7,72.8,17.6,55.2,24.1,51.2,19.97,"Dunning","NA","NO","NA","NA","Grassland","3","3","Omnivore","Omnivore","Generalist","18.829999999999998","71.39","54.06","-108.300273","13886974.460000001","Extant",12534,"Passerculus sandwichensis","Passerculus_sandwichensis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Savannah Sparrow","bow12534","LC","BL3","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"326","Passerella iliaca","BAEBIC02, ZOLEU02, CB1, BT7, SPIARB01","SOSP_CA3P, L.AK18, FOSP_CA_ELW_10L, P43, H.AK06","Passerella iliaca","Emberizidae","Passeriformes",6,2,4,0,4,13.5,8.5,5.3,7.4,24.1,83.7,21.9,61.9,26.1,71.3,33.25,"Dunning","NA","NO","NA","NA","Forest","1","3","Omnivore","Omnivore","Generalist","32.61","70.64","57.8","-119.7033902","7385410.1900000004","Extant",12511,"Passerella iliaca","Passerella_iliaca","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Fox Sparrow","bow12511","LC","BL3","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"327","Passerina cyanea","PADOM11","","Passerina cyanea","Emberizidae","Passeriformes",31,15,16,0,15,11.7,7.6,5.1,6.2,17.2,64.8,14.7,50.3,22.5,48.9,14.69,"Dunning","NA","NO","NA","NA","Shrubland","2","3","Herbivore","Granivore","Terrestrial","24.53","52.55","39.21","-91.557420899999997","5700834.6500000004","Extant",13313,"Passerina cyanea","Passerina_cyanea","P12","Cardinals, Allies","Cardinals, Allies","Indigo Bunting","bow13313","LC","BL3","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"328","Peneothello cyanus","PENCYA01, PENCYA02","","Peneothello cyanus","Petroicidae","Passeriformes",8,4,4,0,8,14.9,9,4.4,4.4,23.5,85.6,16.4,69.2,19.2,58.9,24.98,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-10.25","-0.8","-5.33","141.9171829","167864.7","Extant",7662,"Peneothello cyanus","Peneothello_cyanus","Petroicidae","Australasian Robins","Australasian Robins","Blue-grey Robin","bow07662","LC","BL3","Petroicidae","Australasian robins",150,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"329","Perisoreus canadensis","PERCAN01, PERCAN10","L.AK10","Perisoreus canadensis","Corvidae","Passeriformes",10,2,8,0,4,24.6,14.3,9,8.6,36.3,150.4,27.2,123.2,18.1,135.9,71.58,"Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Omnivore","Insessorial","33.79","68.78","56.26","-107.3332434","7301159.5800000001","Extant",8036,"Perisoreus canadensis","Perisoreus_canadensis","CC8","Shrikes, Monarchs, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Cuckoo-Shrikes, Helmetshrikes, Shrike-Flycatchers, Vangas, Whipbirds, Shrike-Thrushes, Whistlers, Shrikes, Monarchs, Vireos, Orioles, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Grey Jay","bow08036","LC","BL3","Corvidae","Crows and jays",147,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
